"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.alpha","log2fold_change","Auc"
"2064","VIPR2","hurdle",0.259065050976682,-1.857951,0.572138,2.430089,0.503
"1992","TRPM6","hurdle",0.73251500280553,0.5991977,1.2152996,0.6161019,0.503
"1978","TPSAB1","hurdle",0.37409176683396,-1.683029,1.057468,2.740497,0.503
"1889","TDRD12","hurdle",0.417120353804413,-2.5880947,-0.8663618,1.7217329,0.503
"1798","SPATA17","hurdle",0.468437528179526,0.8496325,1.7923216,0.9426891,0.503
"1796","SP5","hurdle",0.417120353804408,-1.0691399,0.7523236,1.8214635,0.503
"1686","SH2D5","hurdle",0.791464293613971,-1.5232706,-0.5364138,0.9868568,0.503
"1665","SEMA6B","hurdle",0.417120353804431,-2.392709,-1.397175,0.995534,0.503
"1638","SAMD10","hurdle",0.41396220403706,1.364647,2.059744,0.695097,0.503
"1634","S100P","hurdle",0.417120353804421,-0.6743802,0.8179457,1.4923259,0.503
"1580","RET","hurdle",0.177187665274631,1.056639,2.488394,1.431755,0.503
"1494","PRKG2","hurdle",0.820865158211611,0.1450553,0.696738,0.5516827,0.503
"1484","PRDM11","hurdle",0.545237999309186,1.289301,2.003656,0.714355,0.503
"1418","PKHD1L1","hurdle",0.41712035380441,-1.9370811,-0.7287911,1.20829,0.503
"1349","PCDHA7","hurdle",0.148493105412533,-2.078287,0.9845437,3.0628307,0.503
"1322","OTUD7A","hurdle",0.754881378982527,0.3330126,1.2038346,0.870822,0.503
"1309","NUP155","hurdle",0.0346442365413126,3.484834,4.607417,1.122583,0.503
"1290","NOVA2","hurdle",0.802036310199079,0.4127323,1.178303,0.7655707,0.503
"1224","MYO15A","hurdle",0.866755619601996,0.8745812,1.545343,0.6707618,0.503
"1221","MYLK3","hurdle",0.763734504660247,-1.1269515,0.1500564,1.2770079,0.503
"1105","LUZP2","hurdle",0.762864681681051,0.5596739,1.6896206,1.1299467,0.503
"1062","LHFPL1","hurdle",0.417120353804426,-1.777122,-0.739857,1.037265,0.503
"1024","KLHDC7B","hurdle",0.417120353804421,-0.6537979,0.4002621,1.05406,0.503
"1004","KIAA1257","hurdle",0.921355540898329,0.7135597,1.3397132,0.6261535,0.503
"944","IRAK2","hurdle",0.488748698859812,2.910822,3.502425,0.591603,0.503
"915","IGF2BP3","hurdle",0.331613891826248,-2.2128051,0.5524883,2.7652934,0.503
"888","HRK","hurdle",0.570290783409863,0.693427,1.723507,1.03008,0.503
"847","HCK","hurdle",0.417120353804423,-0.7591037,0.7354807,1.4945844,0.503
"837","GZMB","hurdle",0.417120353804405,-1.60125,-1.054041,0.547209,0.503
"810","GPR6","hurdle",0.853310838342125,-0.06621693,0.95136694,1.01758387,0.503
"797","GPC2","hurdle",0.794747632742342,0.3421072,1.2153509,0.8732437,0.503
"763","GFAP","hurdle",0.246880891098586,-2.3143745,0.1986471,2.5130216,0.503
"665","FAM66C","hurdle",0.722918291615102,0.4110868,1.2635606,0.8524738,0.503
"650","FAM19A1","hurdle",0.417120353804413,-0.67692023,-0.08733713,0.5895831,0.503
"641","FAM167B","hurdle",0.921956100583584,-0.2035314,0.3304055,0.5339369,0.503
"637","FAM159A","hurdle",0.66677085611908,-1.5843452,-0.1843522,1.399993,0.503
"627","FAM120C","hurdle",0.154960695616239,3.551308,4.202391,0.651083,0.503
"571","EFHB","hurdle",0.782939302336486,-0.4727286,0.7345618,1.2072904,0.503
"507","DDTL","hurdle",0.422966629781338,0.2828333,1.495119,1.2122857,0.503
"433","CNTD1","hurdle",0.792252765421942,0.4211329,1.4667926,1.0456597,0.503
"390","CGA","hurdle",0.41712035380441,-1.3587305,0.9234834,2.2822139,0.503
"377","CENPH","hurdle",0.494772133536906,1.940029,2.548042,0.608013,0.503
"251","C22orf23","hurdle",0.874356092000203,-0.5060948,1.4392692,1.945364,0.503
"175","AXDND1","hurdle",0.705448025862877,-2.225322,-1.222465,1.002857,0.503
"140","ASB12","hurdle",0.391504179369632,-2.4044872,-0.6445213,1.7599659,0.503
"65","ALDH3A1","hurdle",0.720325305666409,-0.7151089,0.6177467,1.3328556,0.503
"4","ABCA13","hurdle",0.417120353804423,-2.19301058,0.06448903,2.25749961,0.503
"2141","ZNF385C","hurdle",0.762480019165588,-0.04266023,0.98577428,1.02843451,0.502
"2075","VWA3B","hurdle",0.24180235903739,-1.5122879,0.7523236,2.2646115,0.502
"2055","UTS2","hurdle",0.851550606735193,-1.7158026,-0.9173951,0.7984075,0.502
"1907","THRA","hurdle",0.32036706789563,5.322418,5.840692,0.518274,0.502
"1902","TGM1","hurdle",0.608577214423987,-0.028537,0.9946842,1.0232212,0.502
"1660","SDR16C5","hurdle",0.828268469909147,-0.270514,0.5969041,0.8674181,0.502
"1569","RASSF2","hurdle",0.315028287614097,-0.3610208,1.3313603,1.6923811,0.502
"1447","POLR3B","hurdle",0.270510812842778,3.505254,4.123571,0.618317,0.502
"1429","PLCL1","hurdle",0.834897499938238,-1.2969289,-0.6445213,0.6524076,0.502
"1363","PCDHGB5","hurdle",0.965826845041021,0.314368,1.223785,0.909417,0.502
"1151","MATN3","hurdle",0.263020049791587,-1.5266272,0.8477884,2.3744156,0.502
"1098","LRRC73","hurdle",0.433963694763556,2.756215,3.263491,0.507276,0.502
"845","HCAR1","hurdle",0.802935799709801,-1.3299179,-0.6445213,0.6853966,0.502
"812","GPR85","hurdle",0.911792673026054,-0.5841546,0.1183604,0.702515,0.502
"677","FAT4","hurdle",0.839536979913442,0.4226003,1.5582594,1.1356591,0.502
"646","FAM181B","hurdle",0.551658759562642,-0.5056347,1.1716555,1.6772902,0.502
"642","FAM169B","hurdle",0.334024742191387,-0.7268124,1.5327023,2.2595147,0.502
"604","ESRP2","hurdle",0.179433219434394,3.685788,4.403379,0.717591,0.502
"393","CHAC1","hurdle",0.262438261767278,4.528006,5.223253,0.695246999999999,0.502
"352","CDC45","hurdle",0.451207794590795,-0.6691261,1.1487635,1.8178896,0.502
"306","CASP9","hurdle",0.165144194452341,3.292135,3.833443,0.541308,0.502
"283","CABYR","hurdle",0.781036605818855,-1.5814193,-0.8037524,0.7776669,0.502
"281","CA3","hurdle",0.830499744906566,-1.0719073,-0.2233542,0.8485531,0.502
"275","C8orf46","hurdle",0.369331934825289,-1.663966,0.6812655,2.3452315,0.502
"247","C1QL1","hurdle",0.188924645500967,4.922394,5.923376,1.000982,0.502
"54","AICDA","hurdle",0.881672676233631,-1.045512,-0.460442,0.58507,0.502
"39","ADAT3","hurdle",0.133401314273198,1.994865,3.047128,1.052263,0.502
"2161","ZNF566","hurdle",0.562821126533332,3.35478,4.048689,0.693909000000001,0.501
"1872","TAC1","hurdle",0.486591863793027,-0.5178324,1.4500178,1.9678502,0.501
"1626","RSPO3","hurdle",0.612472858935339,-0.2662913,1.0662406,1.3325319,0.501
"1557","RACGAP1","hurdle",0.739564730304323,1.568688,2.258254,0.689566,0.501
"1431","PLD6","hurdle",0.146437853994662,2.244227,3.262858,1.018631,0.501
"1364","PCDHGC3","hurdle",0.922993562652564,2.039276,2.63044,0.591164,0.501
"1175","MGAM","hurdle",0.854302274308065,-0.02267673,0.57958961,0.60226634,0.501
"1164","MEIOB","hurdle",0.586014461404188,-2.346132,-1.539839,0.806293,0.501
"1110","MAB21L1","hurdle",0.529131889767837,-0.7782162,0.741085,1.5193012,0.501
"750","GANC","hurdle",0.729489665076475,3.348186,4.067022,0.718836,0.501
"684","FBXO15","hurdle",0.823023453368918,1.428775,2.04458,0.615805,0.501
"670","FAM89A","hurdle",0.264982254535395,2.876955,3.612463,0.735508,0.501
"638","FAM160A2","hurdle",0.03818422221335,4.595805,5.299062,0.703257,0.501
"603","ESM1","hurdle",0.25800475683255,-1.495201,1.084437,2.579638,0.501
"489","CYBB","hurdle",0.449004662234887,-1.309693,0.579817,1.88951,0.501
"416","CLEC14A","hurdle",0.761104893802229,-0.1879065,0.5969041,0.7848106,0.501
"414","CLDN18","hurdle",0.0144310044512827,-1.052287,3.793451,4.845738,0.501
"279","C9orf43","hurdle",0.0993795941205924,-1.140161,1.851326,2.991487,0.501
"273","C8orf37","hurdle",0.991023932387568,1.636087,2.293774,0.657687,0.501
"2","AACS","hurdle",0.00720611742620093,5.742388,6.305397,0.563009,0.501
"2140","ZNF385B","hurdle",0.200520521667848,-0.6937204,1.5304944,2.2242148,0.5
"1606","RNF182","hurdle",0.647080712741185,1.345787,2.40963,1.063843,0.5
"1386","PDZRN4","hurdle",0.481789562752253,-0.2034349,1.0915213,1.2949562,0.5
"1361","PCDHGA8","hurdle",0.245978704129411,1.425357,2.438373,1.013016,0.5
"1185","MND1","hurdle",0.234309499954587,-0.9147816,0.7207489,1.6355305,0.5
"1106","LYG1","hurdle",0.593535067385467,0.1292017,0.781107,0.6519053,0.5
"1100","LRRN1","hurdle",0.842243985265809,1.572629,2.20101,0.628381,0.5
"1093","LRRC37B","hurdle",0.350807753448487,2.500068,3.109618,0.60955,0.5
"1082","LRFN1","hurdle",0.827693256332115,0.7952394,1.6835895,0.8883501,0.5
"929","IL23R","hurdle",0.588670319898743,-0.2139173,0.9274263,1.1413436,0.5
"896","HSD17B3","hurdle",0.505045681658862,0.5566644,1.9426821,1.3860177,0.5
"675","FAR2","hurdle",0.0925825143560486,0.1888968,1.8941902,1.7052934,0.5
"673","FANCG","hurdle",0.205140610981998,2.438402,3.156474,0.718072,0.5
"611","EYA1","hurdle",0.0258881894698122,-2.552525,1.345476,3.898001,0.5
"512","DEPDC4","hurdle",0.408305428682272,-0.1773194,1.2180622,1.3953816,0.5
"290","CACTIN","hurdle",0.1509601442854,2.511476,3.332524,0.821048,0.5
"269","C7orf31","hurdle",0.364615486263084,1.994363,2.575698,0.581335,0.5
"266","C6orf163","hurdle",0.9695779938837,-0.5455185,0.2211704,0.7666889,0.5
"245","C1orf226","hurdle",0.617229868151496,-0.9808681,0.134349,1.1152171,0.5
"180","B3GNT4","hurdle",0.745564390260884,0.1811761,0.8075618,0.6263857,0.5
"70","ALS2CR12","hurdle",0.298225759143182,-1.374985,0.296914,1.671899,0.5
"30","ACPP","hurdle",0.519934747782624,0.1099149,1.0662406,0.9563257,0.5
"2198","ZNF835","hurdle",0.314182888494961,1.004129,2.247572,1.243443,0.499
"2119","ZGLP1","hurdle",0.2973503954465,0.4909506,1.4669751,0.9760245,0.499
"2054","USP43","hurdle",0.432804243059754,0.9650354,1.6484566,0.6834212,0.499
"2024","TXK","hurdle",0.550289411708935,-0.05392325,0.94757649,1.00149974,0.499
"1850","STX11","hurdle",0.292992752853502,2.263461,3.425692,1.162231,0.499
"1797","SPAG8","hurdle",0.449567262502874,1.29578,2.128912,0.833132,0.499
"1756","SLC4A11","hurdle",0.252779191502862,1.624835,2.460005,0.83517,0.499
"1398","PHF19","hurdle",0.97381618576302,2.518488,3.341352,0.822864,0.499
"1397","PHEX","hurdle",0.993604479279752,0.2847328,0.9646306,0.6798978,0.499
"1369","PCSK9","hurdle",0.353246064447432,-0.4345068,0.8339158,1.2684226,0.499
"1342","PC","hurdle",0.0788188864095567,3.434163,4.339835,0.905672,0.499
"1308","NUDT14","hurdle",0.236233095743115,6.40877,6.993632,0.584862,0.499
"876","HMGCS1","hurdle",0.878130595638507,5.755816,6.40555,0.649734,0.499
"855","HELB","hurdle",0.234447326467769,0.5851778,1.7452383,1.1600605,0.499
"446","CORIN","hurdle",0.667936551165674,-0.1288319,0.4120294,0.5408613,0.499
"415","CLDND2","hurdle",0.628642747250803,0.8794022,2.0885843,1.2091821,0.499
"119","ARHGAP6","hurdle",0.0613369927653036,0.4559654,2.032768,1.5768026,0.499
"104","APOL4","hurdle",0.599567549162627,1.500966,3.142326,1.64136,0.499
"32","ACTRT3","hurdle",0.522983027411402,0.8457018,1.5661392,0.7204374,0.499
"2170","ZNF589","hurdle",0.0905232906386838,1.473301,2.83997,1.366669,0.498
"2152","ZNF513","hurdle",0.677923276292508,3.142279,3.705921,0.563642,0.498
"1814","SPRN","hurdle",0.532244877346832,1.030911,1.850874,0.819963,0.498
"1760","SLC6A16","hurdle",0.446585682674946,0.242253,1.544061,1.301808,0.498
"1721","SLC23A3","hurdle",0.0356629519458543,-1.512977,1.734739,3.247716,0.498
"1716","SLC1A2","hurdle",0.433892287128794,1.314872,1.978076,0.663204,0.498
"1712","SLC16A6","hurdle",0.535560687855617,0.1655925,1.0270296,0.8614371,0.498
"1637","SALL4","hurdle",0.220858529332414,2.10395,2.723361,0.619411,0.498
"1590","RHBDD1","hurdle",0.123119759155297,3.921199,4.695561,0.774362,0.498
"1362","PCDHGB4","hurdle",0.519848721727329,-0.5240007,0.1044107,0.6284114,0.498
"1204","MTFR2","hurdle",0.439597163081654,0.05636329,1.05844103,1.00207774,0.498
"376","CENPE","hurdle",0.652894263322521,0.3377127,0.8477884,0.5100757,0.498
"203","BRCA2","hurdle",0.323665562618952,0.3614681,1.2521019,0.8906338,0.498
"2177","ZNF665","hurdle",0.827617089774232,2.11028,2.663915,0.553635,0.497
"1885","TCP10L","hurdle",0.187900335895999,-0.8465182,0.2557659,1.1022841,0.497
"1685","SH2B2","hurdle",0.306908419079601,0.7616871,1.3877489,0.6260618,0.497
"1370","PCTP","hurdle",0.0638045350376276,3.666245,4.176479,0.510234,0.497
"678","FBF1","hurdle",0.425269804624145,0.8054175,2.0728003,1.2673828,0.497
"422","CLSPN","hurdle",0.312895003497261,1.100685,1.922703,0.822018,0.497
"234","C19orf18","hurdle",0.234160136110814,1.666273,2.550922,0.884649,0.497
"159","ATP6AP1L","hurdle",0.184651425743769,0.8821337,1.7775293,0.8953956,0.497
"2038","UFSP1","hurdle",0.315023869510279,1.867084,2.533051,0.665967,0.496
"1764","SLC7A4","hurdle",0.455652701070836,2.075713,2.642979,0.567266,0.496
"707","FIZ1","hurdle",0.197079717033808,2.8958,3.800373,0.904573,0.496
"583","EMID1","hurdle",0.167320483721216,0.5769352,1.6173597,1.0404245,0.496
"255","C2orf44","hurdle",0.877832823132426,2.751971,3.415563,0.663592,0.496
"501","DCAF17","hurdle",0.132636367290488,2.898702,3.805092,0.90639,0.495
"1777","SMKR1","hurdle",0.157328628518753,1.708623,2.34748,0.638857,0.494
"2006","TTC26","hurdle",0.168325265636551,2.643727,3.163956,0.520229,0.493
"1807","SPIN4","hurdle",0.047755029289705,2.326336,3.607099,1.280763,0.493
"481","CSRP2BP","hurdle",0.0238130471527677,4.095041,4.727244,0.632203,0.493
"698","FGB","hurdle",0.0433546009269858,3.940705,6.497547,2.556842,0.489
"1039","KRT17","hurdle",0.190688091990948,4.141917,5.090621,0.948703999999999,0.486
