"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.duct","log2fold_change","Auc"
"1796","SLC22A5","hurdle",0.0555823697860155,3.92918,4.604213,0.675033,0.515
"1777","SLC13A1","hurdle",0.00119817761615866,-3.321928,1.841419,5.163347,0.515
"1746","SFN","hurdle",0.168454604606313,1.109737,4.023123,2.913386,0.515
"1611","RBBP8","hurdle",0.245204017532822,4.827606,5.461574,0.633967999999999,0.515
"1604","RASGRP1","hurdle",0.380562359040383,3.78697,4.437651,0.650681,0.515
"1588","RAB9A","hurdle",0.00221029645294269,5.702237,6.29825,0.596013,0.515
"1535","PRIM2","hurdle",0.49143113870783,1.928189,2.923411,0.995222,0.515
"1446","PEX11G","hurdle",0.632993794151873,2.687735,3.497314,0.809579,0.515
"1425","PCYT1B","hurdle",0.156307003073338,0.9539231,1.8939285,0.9400054,0.515
"1393","OVOL2","hurdle",0.456016861632611,2.156716,2.888924,0.732208,0.515
"1355","NRG3","hurdle",0.00119817761615866,-3.321928,1.541513,4.863441,0.515
"1203","MEMO1","hurdle",0.068938150217547,2.635939,3.670633,1.034694,0.515
"1088","L3MBTL4","hurdle",0.26083457362979,1.342792,2.569978,1.227186,0.515
"1072","KRBOX4","hurdle",0.513885709570643,3.357469,4.124957,0.767488,0.515
"725","FEN1","hurdle",0.0657076522648053,3.679773,4.401563,0.72179,0.515
"592","DYNLRB2","hurdle",0.303907958802365,1.565867,2.725241,1.159374,0.515
"547","DFNB59","hurdle",0.429146680749103,1.460933,2.343703,0.88277,0.515
"517","CYP39A1","hurdle",0.291327385485464,2.140594,2.664238,0.523644,0.515
"420","CHST1","hurdle",0.115075877634793,0.4408347,2.6563812,2.2155465,0.515
"334","CCDC146","hurdle",0.266142895624,0.635745,1.38654,0.750795,0.515
"150","ARL5B","hurdle",0.139756719294733,3.410331,4.153884,0.743553,0.515
"7","ABHD4","hurdle",0.120360446601885,5.395172,6.208402,0.813230000000001,0.515
"2298","ZNF443","hurdle",0.467570972247652,1.500939,2.752345,1.251406,0.514
"2288","ZNF341","hurdle",0.296122791710664,0.9023746,1.5298719,0.6274973,0.514
"2267","ZNF185","hurdle",0.1864134876576,0.5211594,2.3560953,1.8349359,0.514
"2257","ZFYVE19","hurdle",0.597853678453564,4.426228,5.012527,0.586299,0.514
"2253","ZDHHC13","hurdle",0.0752009536367951,4.926786,5.876527,0.949741,0.514
"2251","ZC4H2","hurdle",0.236728512269029,2.914244,3.667784,0.75354,0.514
"2227","WNT3","hurdle",0.130410391404017,-1.02486,2.150296,3.175156,0.514
"2201","VSIG10L","hurdle",0.114372935977465,0.6574198,1.6506467,0.9932269,0.514
"2166","UHRF1","hurdle",0.182966106339908,-0.02561165,2.54030831,2.56591996,0.514
"2022","TMEM102","hurdle",0.620324102453117,2.555734,3.1191,0.563366,0.514
"2021","TMCO6","hurdle",0.560675967616465,2.626675,3.625136,0.998461,0.514
"1995","THOC3","hurdle",0.419198851120057,2.812514,3.498427,0.685913,0.514
"1804","SLC26A9","hurdle",0.152206547935111,0.8759684,2.7465673,1.8705989,0.514
"1561","PTGIS","hurdle",0.081968094765882,0.5698955,3.48403,2.9141345,0.514
"1530","PPP4R2","hurdle",0.468134968274378,4.880901,5.386373,0.505472,0.514
"1461","PHYHD1","hurdle",0.578065043492204,3.406792,3.943541,0.536749,0.514
"1398","PADI2","hurdle",0.00205272679891763,-2.948405,2.140327,5.088732,0.514
"1389","OSBPL9","hurdle",0.0125378009225653,5.941302,6.53619,0.594888,0.514
"1307","NEB","hurdle",0.0232965455939897,-0.1062961,2.6040216,2.7103177,0.514
"1085","KRTAP1-1","hurdle",0.00704169455236027,-2.579965,3.508722,6.088687,0.514
"1078","KRT5","hurdle",0.00115594416904154,-3.298039,3.017775,6.315814,0.514
"1030","KDR","hurdle",0.0304878295886701,0.4854506,1.2794216,0.793971,0.514
"1022","KCNQ4","hurdle",0.0138571093144419,-1.274227,1.346775,2.621002,0.514
"1021","KCNQ3","hurdle",0.0707238128608612,1.178896,3.035444,1.856548,0.514
"1010","KAZN","hurdle",0.299029599132171,1.040623,2.113458,1.072835,0.514
"979","IQCD","hurdle",0.0647235264243338,2.006283,3.251106,1.244823,0.514
"783","GABRE","hurdle",0.0397063768126278,2.292439,3.888336,1.595897,0.514
"640","EPM2A","hurdle",0.457004381063059,2.773992,3.386054,0.612062,0.514
"600","EDAR","hurdle",0.0169604687337537,-3.1244021,0.5304193,3.6548214,0.514
"596","DZIP1L","hurdle",0.511183447713066,2.074763,3.309083,1.23432,0.514
"574","DOK7","hurdle",0.182149886575956,0.4367644,1.5314283,1.0946639,0.514
"568","DNAJB13","hurdle",0.00518987085716281,-3.156036,1.501147,4.657183,0.514
"551","DHFR","hurdle",0.423058945680418,2.094072,3.005937,0.911865,0.514
"485","CSMD2","hurdle",0.131564939608877,-0.3083639,1.5997393,1.9081032,0.514
"311","CAPS2","hurdle",0.519382695284745,1.707658,2.368018,0.66036,0.514
"262","C1orf112","hurdle",0.335232741964476,1.683624,2.347448,0.663824,0.514
"135","ARHGAP21","hurdle",0.178116696378811,4.234817,4.933049,0.698232,0.514
"42","ADAMTSL4","hurdle",0.185851161313762,-0.4896957,0.2772719,0.7669676,0.514
"19","ACOX3","hurdle",0.75121773992269,3.647296,4.314386,0.66709,0.514
"2338","ZNF787","hurdle",0.704127586003603,2.402744,3.014612,0.611868,0.513
"2297","ZNF442","hurdle",0.116169752234447,0.6054267,1.5665332,0.9611065,0.513
"2277","ZNF256","hurdle",0.466223455123057,1.917464,2.42345,0.505986,0.513
"2241","ZBTB16","hurdle",0.211502366003373,0.269167,2.460838,2.191671,0.513
"2124","TSGA10","hurdle",0.116061980680716,3.968639,4.527167,0.558528,0.513
"2111","TRIM6","hurdle",0.115496272159856,-0.5572169,1.2809126,1.8381295,0.513
"2051","TMEM86A","hurdle",0.544858820274995,3.851083,4.366973,0.51589,0.513
"1994","THAP9","hurdle",0.439260780536203,1.445397,2.805527,1.36013,0.513
"1935","SYCE1L","hurdle",0.350297235149373,3.555055,4.335432,0.780377,0.513
"1930","SULT1C4","hurdle",0.0944874864643827,-1.408398,1.15927,2.567668,0.513
"1851","SNCAIP","hurdle",0.17734196874297,0.0952716,2.2925148,2.1972432,0.513
"1816","SLC38A11","hurdle",0.101191202668923,0.1524486,2.5242952,2.3718466,0.513
"1792","SLC20A2","hurdle",0.282874443383175,5.11939,5.668863,0.549473,0.513
"1595","RANBP17","hurdle",0.523280987817472,1.981959,2.556134,0.574175,0.513
"1590","RAG1","hurdle",0.0586509977597072,-1.200878,1.445744,2.646622,0.513
"1562","PTHLH","hurdle",0.284642661330877,1.399157,2.088122,0.688965,0.513
"1506","PMEL","hurdle",0.262429684469947,1.033989,2.603051,1.569062,0.513
"1391","OTUD7B","hurdle",0.386968846896507,3.874596,4.376544,0.501948,0.513
"1236","MN1","hurdle",0.0915365570569976,1.079382,2.980709,1.901327,0.513
"1209","METAP1","hurdle",0.0787233626677336,4.796356,5.397799,0.601443,0.513
"1179","MAP2K6","hurdle",0.552625443629759,2.812273,3.407483,0.59521,0.513
"1083","KRT81","hurdle",0.0156640504891825,-1.879664,2.108053,3.987717,0.513
"1066","KLLN","hurdle",0.475007800940917,1.370065,2.49159,1.121525,0.513
"1050","KIRREL","hurdle",0.39337354473571,2.813971,3.432128,0.618157,0.513
"1012","KCND1","hurdle",0.363391167318946,1.4093,2.465987,1.056687,0.513
"1006","KALRN","hurdle",0.59471410434047,2.389065,2.945618,0.556553,0.513
"994","ITGB2","hurdle",0.0672094269162178,-0.9898454,2.1051831,3.0950285,0.513
"718","FBXO24","hurdle",0.0542737428354056,-1.631146,1.366702,2.997848,0.513
"712","FAT4","hurdle",0.156795161582399,0.04096518,2.26730176,2.22633658,0.513
"624","EMID1","hurdle",0.296251919435717,0.6046344,1.53338,0.9287456,0.513
"575","DOLPP1","hurdle",0.1340599940856,3.68147,4.344346,0.662876,0.513
"386","CDSN","hurdle",0.0389985450449489,-1.6751943,-0.2013361,1.4738582,0.513
"251","C15orf41","hurdle",0.370645570873032,2.939787,3.687153,0.747366,0.513
"225","BMP2K","hurdle",0.513811632571581,3.424367,4.03084,0.606473,0.513
"23","ACSL5","hurdle",0.543838360360634,2.004081,2.559581,0.5555,0.513
"2337","ZNF784","hurdle",0.183405950239243,2.462657,3.867441,1.404784,0.512
"2284","ZNF311","hurdle",0.0115838134587734,-2.073039,1.501383,3.574422,0.512
"2260","ZMYND10","hurdle",0.0991125365278112,-0.8543877,1.3299219,2.1843096,0.512
"2213","WDR4","hurdle",0.644218129564989,2.886299,3.619685,0.733386,0.512
"2120","TSACC","hurdle",0.454564645184261,-0.08192027,1.01532319,1.09724346,0.512
"2087","TP53BP2","hurdle",0.323347196993008,4.269352,4.884286,0.614934000000001,0.512
