"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.stellate","log2fold_change","Auc"
"1766","IFITM2","hurdle",9.53325197831599e-21,6.421857,8.305212,1.883355,0.755
"395","BTF3","hurdle",1.90584870267388e-17,8.504832,9.766387,1.261555,0.755
"3191","RNF24","hurdle",5.17861553483668e-28,3.982713,7.225359,3.242646,0.754
"2897","PRELID1","hurdle",9.4280934860245e-16,7.287307,8.567255,1.279948,0.754
"1869","ITPRIPL2","hurdle",2.61886353889908e-21,4.521233,6.878257,2.357024,0.754
"419","C14orf166","hurdle",6.48534330641779e-15,7.093257,8.384981,1.291724,0.754
"3672","SPON1","hurdle",2.32307668925694e-40,1.614757,7.081748,5.466991,0.753
"3408","SEPT6","hurdle",4.43591792219014e-26,4.458556,7.541165,3.082609,0.753
"3284","RPS27L","hurdle",1.0150756795504e-15,8.075247,9.292087,1.21684,0.753
"3279","RPS24","hurdle",3.19964591644337e-16,9.9123,11.31847,1.40617,0.753
"3274","RPS19","hurdle",3.8201462631983e-15,10.7686,12.01617,1.24757,0.753
"2324","MSN","hurdle",1.06562383192453e-22,5.327721,7.925951,2.59823,0.753
"1390","FHL3","hurdle",3.30228102245649e-32,2.853302,7.043368,4.190066,0.753
"3795","TAGLN","hurdle",1.98245314488392e-40,1.488383,8.481915,6.993532,0.752
"3766","SVIL","hurdle",4.50291795218113e-22,4.694237,6.976354,2.282117,0.752
"3223","RPL22L1","hurdle",6.57718576683494e-20,5.162802,7.384425,2.221623,0.752
"1156","EIF4EBP1","hurdle",4.23984332448992e-16,7.371038,8.805424,1.434386,0.752
"275","ATF4","hurdle",1.37703884477404e-15,7.442683,8.858761,1.416078,0.752
"3210","RPL10","hurdle",2.77519869053258e-16,10.97412,12.67607,1.70195,0.751
"1590","GPX7","hurdle",6.65013721476874e-22,4.659585,6.948709,2.289124,0.751
"4016","TPBG","hurdle",2.28234731126021e-26,3.940261,6.942829,3.002568,0.75
"735","CHSY1","hurdle",1.19013761902204e-29,2.966544,6.595113,3.628569,0.75
"541","CAV1","hurdle",7.17508850540924e-33,3.209819,7.97278,4.762961,0.75
"3232","RPL29","hurdle",2.7614513521225e-15,9.684683,11.11205,1.427367,0.749
"3043","RAC1","hurdle",4.20907071566857e-14,8.43296,9.501216,1.068256,0.749
"2010","LDHA","hurdle",1.64970883579019e-15,8.84413,9.864044,1.019914,0.749
"2359","MYH9","hurdle",2.62744510362582e-17,7.50509,9.404034,1.898944,0.748
"1159","EIF5A","hurdle",5.861500935621e-15,7.617099,8.814927,1.197828,0.748
"706","CHCHD10","hurdle",3.65432280030355e-16,6.908033,8.897626,1.989593,0.748
"598","CCNI","hurdle",1.1137910116299e-13,8.688765,9.829628,1.140863,0.748
"401","BUD31","hurdle",2.45938673981326e-16,6.229222,7.801575,1.572353,0.748
"3267","RPS13","hurdle",1.69678743292218e-15,9.921469,11.270149,1.34868,0.747
"3010","PYCR1","hurdle",6.05304594156452e-20,5.482385,7.57729,2.094905,0.747
"1345","FAU","hurdle",6.9837731607029e-16,8.835067,10.174526,1.339459,0.747
"3749","SUB1","hurdle",4.8891812697151e-15,7.871029,8.97784,1.106811,0.746
"3702","SSPN","hurdle",1.44761087578481e-26,3.510724,6.655954,3.14523,0.746
"3680","SPSB1","hurdle",2.64304401149512e-26,4.004417,7.177601,3.173184,0.746
"3247","RPL4","hurdle",1.57324705654439e-14,9.37479,10.60012,1.22533,0.746
"2577","OSBPL8","hurdle",6.14968101602243e-17,5.960277,7.417596,1.457319,0.746
"1678","HK1","hurdle",1.58346121580069e-27,3.621346,7.120917,3.499571,0.746
"3220","RPL18A","hurdle",1.11507359613936e-13,10.11507,11.52384,1.40877,0.745
"2046","LMO4","hurdle",4.23314669100474e-22,4.295767,6.946202,2.650435,0.745
"1916","KDELR3","hurdle",7.0720814636116e-23,4.788284,7.364869,2.576585,0.745
"1845","ISG15","hurdle",2.01478156537331e-17,6.567247,7.568258,1.001011,0.745
"775","CMTM3","hurdle",2.01939276778812e-31,3.190351,7.248016,4.057665,0.745
"442","C19orf53","hurdle",2.60918677303688e-16,7.786612,9.048166,1.261554,0.745
"78","ADH5","hurdle",2.95630232862626e-16,6.030236,7.555027,1.524791,0.745
"2988","PTMS","hurdle",2.45174875594349e-14,7.059146,8.548217,1.489071,0.744
"2794","PLOD2","hurdle",2.41496893761714e-18,6.646902,8.730553,2.083651,0.743
"1572","GPC6","hurdle",5.8253701882841e-20,5.182578,7.321745,2.139167,0.743
"416","C12orf57","hurdle",1.65206140548087e-17,7.137246,8.761544,1.624298,0.743
"2","A2M","hurdle",8.77729824100908e-41,1.547204,7.888062,6.340858,0.743
"3637","SNX9","hurdle",7.290703653617e-20,5.945816,8.407907,2.462091,0.742
"873","CRTAP","hurdle",1.40440971068582e-19,5.906808,8.345998,2.43919,0.742
"456","C1orf54","hurdle",2.91856349651243e-32,2.126113,6.411888,4.285775,0.742
"4156","UBTD1","hurdle",4.01116175023109e-23,3.876303,6.552821,2.676518,0.741
"3522","SLC25A3","hurdle",2.12215257866536e-12,8.770302,9.801309,1.031007,0.741
"3236","RPL32","hurdle",9.18238569483911e-15,10.28027,11.72284,1.44257,0.741
"2406","NDUFA4","hurdle",2.48340423512845e-13,8.070558,8.915355,0.844797,0.741
"2099","LY96","hurdle",4.20579508590775e-27,3.182141,6.25806,3.075919,0.741
"2072","LRRC59","hurdle",1.24769930392389e-16,5.87781,7.628301,1.750491,0.741
"2043","LMNA","hurdle",1.33977117540555e-14,7.722084,8.871557,1.149473,0.741
"2875","PPP1R15A","hurdle",4.86081677762977e-17,5.874065,7.576029,1.701964,0.74
"2767","PLAU","hurdle",2.08409922395453e-29,4.163048,8.442628,4.27958,0.74
"745","CKAP4","hurdle",2.04798732794571e-17,6.25135,8.111681,1.860331,0.74
"4260","WISP1","hurdle",4.10311510808232e-45,-1.297599,6.851972,8.149571,0.739
"4082","TSPAN9","hurdle",2.76978439721022e-25,3.599023,6.795981,3.196958,0.739
"4027","TPT1","hurdle",6.07276804802828e-13,10.79621,11.83893,1.04272,0.739
"3990","TNFRSF1A","hurdle",4.57119471605767e-16,6.557783,7.951348,1.393565,0.739
"3729","STEAP1","hurdle",1.66304504885416e-29,2.960787,7.00311,4.042323,0.739
"37","ACP5","hurdle",2.91120053736231e-30,2.974403,7.614048,4.639645,0.739
"2980","PTGFRN","hurdle",3.20865745509079e-20,5.061846,7.099891,2.038045,0.738
"296","ATP6V0E1","hurdle",1.70059928833871e-12,9.064243,9.849758,0.785515,0.738
"3211","RPL10A","hurdle",1.00452592976833e-13,9.739422,11.085608,1.346186,0.737
"3140","RGS10","hurdle",3.36161237667822e-45,-1.817015,6.466752,8.283767,0.737
"3051","RAI14","hurdle",1.19857478120371e-22,4.055715,6.983151,2.927436,0.737
"2805","PMEPA1","hurdle",1.32593670171663e-22,6.927875,7.576134,0.648258999999999,0.737
"2765","PLAC9","hurdle",5.18236393408729e-37,1.118771,6.375986,5.257215,0.737
"2759","PKM","hurdle",2.85996549976636e-13,9.653413,10.786776,1.133363,0.737
"1872","JAK1","hurdle",1.29947803702304e-14,7.535655,8.958972,1.423317,0.737
"3464","SH3PXD2B","hurdle",4.45646308286483e-25,3.229801,6.352619,3.122818,0.736
"3280","RPS25","hurdle",1.73503628483689e-13,9.724952,10.840975,1.116023,0.736
"907","CTSB","hurdle",2.80438333461969e-15,9.167246,10.825185,1.657939,0.736
"3415","SERP1","hurdle",3.20171075857278e-12,8.162458,9.027569,0.865110999999999,0.735
"3289","RPS4X","hurdle",1.66795194888604e-14,10.46526,11.72623,1.26097,0.735
"3212","RPL11","hurdle",5.16674382868052e-13,10.48835,11.56019,1.07184,0.735
"3409","SEPT7","hurdle",1.49364735353316e-12,7.303647,8.461285,1.157638,0.734
"3387","SEC23A","hurdle",1.10730531423016e-21,4.821431,7.492896,2.671465,0.734
"1447","FTH1","hurdle",3.95415003492568e-11,12.27304,13.1251,0.85206,0.734
"119","AKR1B1","hurdle",5.72518104391554e-17,6.556969,8.465348,1.908379,0.734
"2300","MRPL52","hurdle",5.2233292334977e-14,6.321113,7.570635,1.249522,0.733
"2039","LMAN1","hurdle",1.66766307827285e-12,7.688706,8.617924,0.929218000000001,0.733
"934","DAB2","hurdle",8.90150343171469e-25,4.231945,7.152221,2.920276,0.733
"4221","VMP1","hurdle",1.27617781635776e-13,7.529618,8.612355,1.082737,0.732
"3465","SHC1","hurdle",1.80338789126981e-18,5.247868,7.415445,2.167577,0.732
"3039","RABAC1","hurdle",2.50138767837236e-12,8.592754,9.558712,0.965958000000001,0.732
"2295","MRPL41","hurdle",3.34518123976342e-14,7.166576,8.454975,1.288399,0.732
"2027","LIMD2","hurdle",4.84380263162548e-26,2.933408,6.149357,3.215949,0.732
"1465","G0S2","hurdle",7.10956876482436e-26,4.074388,7.711428,3.63704,0.732
"464","C1R","hurdle",1.73152650882906e-19,6.061085,8.253271,2.192186,0.732
"4198","UXT","hurdle",1.34852092599292e-12,7.050028,8.153954,1.103926,0.731
"3287","RPS3","hurdle",7.94700358515608e-12,10.61802,11.75139,1.13337,0.731
"2987","PTMA","hurdle",1.06305765081445e-12,9.903322,10.975951,1.072629,0.731
"2434","NFATC4","hurdle",5.08656833724059e-27,3.001376,6.595035,3.593659,0.731
"126","ALDOA","hurdle",1.6392862868459e-12,9.953724,10.956114,1.00239,0.731
"46","ACTN1","hurdle",4.99113472039707e-15,7.079662,8.931652,1.85199,0.731
"3592","SMC4","hurdle",1.70255399071615e-18,4.517276,6.807485,2.290209,0.73
"2469","NOP10","hurdle",3.5445874720178e-12,7.412303,8.525892,1.113589,0.73
"1348","FBLN1","hurdle",3.10138573286087e-37,0.4498483,6.7945025,6.3446542,0.73
"3239","RPL35A","hurdle",1.12039136969716e-12,10.02729,11.2327,1.20541,0.729
"2581","OST4","hurdle",1.84013299748365e-12,8.35669,9.27418,0.917489999999999,0.729
"2090","LTBP2","hurdle",1.32853420768633e-41,0.2227075,7.6030293,7.3803218,0.729
"3910","TLN1","hurdle",1.04104778332566e-13,6.704113,8.331403,1.62729,0.728
"3462","SH3KBP1","hurdle",4.34581323061049e-16,5.713677,7.497442,1.783765,0.728
"3412","SERF2","hurdle",1.97011333748124e-11,10.51426,11.45762,0.94336,0.728
"3221","RPL19","hurdle",3.68455150672787e-12,10.71224,11.79058,1.07834,0.728
"3124","REST","hurdle",1.83154322662563e-20,4.874367,6.956457,2.08209,0.728
"2550","OAF","hurdle",5.34475645202268e-22,4.473756,7.198402,2.724646,0.728
"2322","MSC","hurdle",2.78377057698073e-31,2.642393,7.6263,4.983907,0.728
"1147","EIF3F","hurdle",1.50319506720149e-12,7.209861,8.522775,1.312914,0.728
"545","CBR1","hurdle",6.86898475864548e-14,6.524029,7.896171,1.372142,0.728
"2023","LHFPL2","hurdle",9.26516147510505e-28,3.134556,7.10509,3.970534,0.727
"1699","HOTAIRM1","hurdle",9.08856792485832e-40,-0.4265461,5.3666221,5.7931682,0.727
"1082","DYNLL1","hurdle",4.55395417806105e-10,8.488966,9.417781,0.928815,0.727
"889","CST3","hurdle",7.0761832296547e-11,9.786873,10.720391,0.933517999999999,0.727
"291","ATP5G3","hurdle",1.07273197645308e-12,8.759068,9.788268,1.0292,0.727
"3318","RSU1","hurdle",1.32986863053234e-15,5.736864,7.600869,1.864005,0.726
"3241","RPL36AL","hurdle",7.90931564973721e-11,8.650555,9.474563,0.824007999999999,0.726
"1849","ISOC2","hurdle",1.55683849836489e-15,5.559695,7.426869,1.867174,0.726
"4215","VGLL4","hurdle",1.35062945300396e-16,5.087139,6.990163,1.903024,0.725
"4000","TNS1","hurdle",7.3937469744737e-21,4.516941,7.453253,2.936312,0.725
"1151","EIF3K","hurdle",4.96053550835279e-13,7.870634,9.084803,1.214169,0.725
"227","ARHGEF2","hurdle",7.82022984696373e-31,2.256917,6.427109,4.170192,0.725
"4099","TUBA1C","hurdle",5.97148879943721e-15,5.837002,7.418463,1.581461,0.724
"1883","KANK2","hurdle",5.96672025299191e-25,3.321289,6.696116,3.374827,0.724
"390","BRK1","hurdle",9.6062250395234e-10,8.067166,9.037611,0.970445,0.724
"4158","UBXN1","hurdle",8.37042814150794e-12,6.877334,8.062387,1.185053,0.723
"3758","SUPT4H1","hurdle",3.89770675947931e-14,5.90075,7.25633,1.35558,0.723
"2941","PSMA4","hurdle",1.27500596785203e-12,7.412091,8.665075,1.252984,0.723
"2564","OLFML2B","hurdle",8.51648759002676e-40,0.05882785,7.27737251,7.21854466,0.723
"2407","NDUFA4L2","hurdle",1.93067906858875e-31,1.997427,8.274075,6.276648,0.723
"3769","SYDE1","hurdle",1.34609717388239e-37,-0.6249239,5.5349126,6.1598365,0.722
"3173","RND3","hurdle",1.74414582290029e-23,3.750429,7.85032,4.099891,0.722
"3097","RBP1","hurdle",4.84626760363945e-12,8.893112,10.039963,1.146851,0.722
"2520","NT5DC2","hurdle",5.63328526506266e-20,4.113988,6.800882,2.686894,0.722
"2427","NES","hurdle",1.8561661410765e-38,-0.3683164,6.2428327,6.6111491,0.722
"1698","HOMER3","hurdle",5.78653877673802e-22,3.63984,6.297329,2.657489,0.722
"1401","FKBP1A","hurdle",1.14608472659328e-12,7.822669,8.892225,1.069556,0.722
"832","COPS8","hurdle",4.89264154879567e-15,5.929814,7.677124,1.74731,0.722
"492","C6orf48","hurdle",4.56672809283171e-13,7.537381,8.866261,1.32888,0.722
"4070","TRPV2","hurdle",2.64618323568344e-32,1.888557,6.856904,4.968347,0.721
"3949","TMEM208","hurdle",6.95444782229442e-11,7.431202,8.362789,0.931586999999999,0.721
"2456","NME1","hurdle",5.66870279011226e-13,6.128658,7.740468,1.61181,0.721
"1595","GREM1","hurdle",1.75444817939806e-23,4.580443,8.471586,3.891143,0.721
"4309","ZCCHC24","hurdle",5.72745713327556e-32,0.9721584,6.0235275,5.0513691,0.72
"3602","SMTN","hurdle",6.79508943260064e-26,3.067789,6.789077,3.721288,0.72
"3126","REXO2","hurdle",7.9646447223373e-13,6.553504,7.934816,1.381312,0.72
"2561","OLFM2","hurdle",1.0472799430765e-16,5.130993,7.347003,2.21601,0.72
"2360","MYL12A","hurdle",5.57271002700489e-11,8.718276,9.356091,0.637815,0.72
"55","ADAM12","hurdle",1.0887616728351e-36,0.434042,6.360903,5.926861,0.72
"3889","TIMM13","hurdle",9.41206924174741e-12,7.404912,8.394578,0.989665999999999,0.719
"3265","RPS11","hurdle",2.40973686902999e-09,9.686006,10.641053,0.955046999999999,0.719
"2597","P4HB","hurdle",6.65241010219896e-11,9.77509,10.48759,0.7125,0.719
"2069","LRRC32","hurdle",2.11184309913236e-40,-1.819829,7.772517,9.592346,0.719
"1503","GDI2","hurdle",3.74748214615083e-11,7.765376,8.716357,0.950981000000001,0.719
"1467","G6PD","hurdle",2.22753089889462e-15,5.705071,7.479289,1.774218,0.719
"1295","FAM195B","hurdle",6.20070477589348e-13,6.634918,7.806034,1.171116,0.719
"3710","ST3GAL4","hurdle",1.33875065310729e-21,3.47789,6.20827,2.73038,0.718
"3411","SERBP1","hurdle",3.50828693283722e-11,6.946197,8.090744,1.144547,0.718
"3276","RPS2","hurdle",7.39610103477788e-11,11.04825,12.54774,1.49949,0.718
"3254","RPL8","hurdle",1.52617851054718e-10,10.52937,11.41082,0.881449999999999,0.718
"3242","RPL37","hurdle",2.68945701201773e-11,9.72848,10.74517,1.01669,0.718
"3215","RPL13A","hurdle",2.49451692821705e-11,11.58174,12.71317,1.13143,0.718
"2464","NOB1","hurdle",7.3259049061688e-16,4.626931,6.494566,1.867635,0.718
"1362","FBXO32","hurdle",5.13824386373033e-21,4.08698,7.383,3.29602,0.718
"1057","DRAP1","hurdle",5.62722020478803e-12,6.442252,7.586844,1.144592,0.718
"925","CYCS","hurdle",8.56216309510395e-12,7.029968,8.230855,1.200887,0.718
"584","CCDC85B","hurdle",8.55105164845524e-15,5.263282,7.081058,1.817776,0.718
"124","ALDH1L2","hurdle",4.23637411584871e-22,3.584466,6.655999,3.071533,0.718
"4285","YIF1A","hurdle",2.79884963469341e-12,7.514406,8.668003,1.153597,0.717
"3304","RRAS","hurdle",1.18805519779883e-18,4.210508,6.763727,2.553219,0.717
"3234","RPL30","hurdle",1.57950527534467e-09,9.744242,10.710163,0.965921,0.717
"2596","P4HA3","hurdle",1.0176349583692e-36,-0.2564323,6.632331,6.8887633,0.717
"623","CD63","hurdle",8.6558348375869e-10,11.05973,11.68564,0.625909999999999,0.717
"3688","SRM","hurdle",3.88720681237387e-16,5.600253,7.647506,2.047253,0.716
"2889","PRAF2","hurdle",6.46424443341468e-13,6.61666,8.020518,1.403858,0.716
"950","DCBLD2","hurdle",2.16998245605308e-18,4.425919,6.918205,2.492286,0.716
"843","COX7A1","hurdle",3.39503983010422e-15,5.980994,7.277087,1.296093,0.716
"779","CNIH4","hurdle",1.57936935347525e-12,6.216945,7.388111,1.171166,0.716
"514","CALR","hurdle",1.97257448053032e-10,9.304346,10.147186,0.842839999999999,0.716
"221","ARHGDIA","hurdle",3.5454592860396e-11,7.073529,8.232627,1.159098,0.716
"2712","PGLS","hurdle",1.49180114051982e-11,6.465384,7.804365,1.338981,0.715
"2402","NDN","hurdle",3.72803236734304e-13,6.220551,7.60318,1.382629,0.715
"1300","FAM20C","hurdle",5.38594958560653e-18,4.308746,6.631295,2.322549,0.715
"1155","EIF4E2","hurdle",9.44307026763277e-13,6.154946,7.38127,1.226324,0.715
"460","C1QBP","hurdle",4.787389808835e-11,6.860998,7.871997,1.010999,0.715
"102","AHNAK","hurdle",2.53373872915534e-20,4.355827,6.980602,2.624775,0.715
"43","ACTB","hurdle",8.23870769549539e-12,10.74006,11.9521,1.21204,0.715
"4219","VKORC1","hurdle",1.68133861105983e-10,8.24374,9.145161,0.901420999999999,0.714
"3461","SH3GLB1","hurdle",3.03920551284419e-11,7.114255,8.16049,1.046235,0.714
"3227","RPL26","hurdle",5.66790401667879e-11,10.13342,11.29572,1.1623,0.714
"1153","EIF3M","hurdle",2.39686942891931e-11,6.714931,8.001115,1.286184,0.714
"4289","YIPF5","hurdle",4.77554827548239e-12,6.046935,7.498961,1.452026,0.713
"4284","YBX1","hurdle",6.75259773421027e-11,8.517301,9.841391,1.32409,0.713
"3560","SLC39A7","hurdle",5.85742834582376e-13,6.471899,7.628526,1.156627,0.713
"1812","ILK","hurdle",9.3781132892373e-14,6.749631,8.339074,1.589443,0.713
"1398","FKBP11","hurdle",3.08865678928983e-12,6.716098,7.996637,1.280539,0.713
"4390","ZNF469","hurdle",1.03118598923164e-35,-0.1449224,6.3444153,6.4893377,0.712
"3238","RPL35","hurdle",4.21192777932521e-10,9.826972,10.818683,0.991711,0.712
"3213","RPL12","hurdle",1.30888672691053e-10,10.3011,11.53327,1.23217,0.712
"2729","PHLDA2","hurdle",6.19970554994787e-17,4.892612,6.851362,1.95875,0.712
"2396","NCL","hurdle",1.55271048389718e-10,7.670294,8.818781,1.148487,0.712
"1132","EID1","hurdle",3.50232730439265e-11,8.759316,9.594324,0.835008,0.712
"543","CBLB","hurdle",2.77404182079357e-18,4.576715,7.081214,2.504499,0.712
"3621","SNRPB2","hurdle",1.10871768926816e-11,6.438251,7.704042,1.265791,0.711
"3290","RPS4Y1","hurdle",9.63365213290963e-12,8.406464,9.574548,1.168084,0.711
"3217","RPL15","hurdle",1.42935856192305e-10,10.82831,11.97089,1.14258,0.711
"3214","RPL13","hurdle",1.15749482016902e-09,11.02499,12.09998,1.07499,0.711
"2265","MORF4L1","hurdle",2.51094581503353e-11,7.977598,8.968527,0.990929,0.711
"1731","HSPA5","hurdle",3.10074035209447e-11,9.029285,10.076038,1.046753,0.711
"1065","DSTN","hurdle",6.5776436188257e-09,9.419647,10.198178,0.778531000000001,0.711
"186","APEX1","hurdle",4.47751483039586e-12,6.691353,7.939752,1.248399,0.711
"3576","SLC7A11","hurdle",2.81487537183356e-20,4.042311,7.043851,3.00154,0.71
"3295","RPS7","hurdle",2.27630755899464e-09,9.484192,10.74819,1.263998,0.71
"3266","RPS12","hurdle",1.7767280672873e-10,10.6406,11.58297,0.94237,0.71
"3230","RPL27A","hurdle",1.24478223706271e-10,10.46843,11.59374,1.12531,0.71
"2825","POLE4","hurdle",1.62798404671116e-17,4.171172,6.363635,2.192463,0.71
"2408","NDUFA6","hurdle",9.45905298836661e-11,7.389801,8.337032,0.947231,0.71
"2368","MYOF","hurdle",1.14240889818133e-18,4.10525,6.491418,2.386168,0.71
"1611","GSTP1","hurdle",3.77704013558166e-11,9.581295,10.082191,0.500895999999999,0.71
"1222","ERH","hurdle",8.90738172678543e-11,7.120313,8.180328,1.060015,0.71
"225","ARHGEF17","hurdle",7.4251913445335e-20,3.776477,6.330284,2.553807,0.71
"3925","TMEM119","hurdle",4.87245123337922e-38,-1.339931,6.561964,7.901895,0.709
"3504","SLC16A1","hurdle",1.45221937174987e-29,1.660532,6.768458,5.107926,0.709
"3153","RHOG","hurdle",1.64332645622714e-13,5.629395,6.940935,1.31154,0.709
"1148","EIF3G","hurdle",1.94310503435531e-10,6.861613,7.927327,1.065714,0.709
"924","CYC1","hurdle",8.23618917273611e-11,7.426107,8.424504,0.998397000000001,0.709
"772","CLTA","hurdle",1.06997949023997e-10,8.107304,9.125227,1.017923,0.709
"288","ATP5D","hurdle",1.23857367573306e-10,8.161641,9.221808,1.060167,0.709
"4182","UQCRH","hurdle",1.17721855761051e-13,8.219347,9.542255,1.322908,0.708
"3875","THBS1","hurdle",1.943859446197e-19,5.09427,9.013358,3.919088,0.708
"3056","RANBP1","hurdle",1.67072301369117e-12,5.683825,7.150364,1.466539,0.708
"1895","KCNG1","hurdle",1.37238312430259e-23,3.382198,6.347164,2.964966,0.708
"3558","SLC39A13","hurdle",6.55719031040188e-14,5.651833,7.359774,1.707941,0.707
"2709","PGD","hurdle",5.7196507806015e-13,6.320808,7.717336,1.396528,0.707
"3899","TIMP2","hurdle",7.27857110053793e-13,7.183493,8.179794,0.996300999999999,0.706
"3410","SEPT9","hurdle",5.09123759115865e-14,5.37636,7.009266,1.632906,0.706
"1990","LAMB2","hurdle",1.60666017008626e-15,5.45368,7.179925,1.726245,0.706
"881","CSNK1A1","hurdle",1.27345772671929e-11,6.988956,8.099164,1.110208,0.706
"593","CCM2","hurdle",7.20074633046517e-14,5.146946,6.854688,1.707742,0.706
"4452","ZNHIT1","hurdle",5.53666061621136e-10,7.497368,8.424454,0.927086000000001,0.705
"3589","SMARCB1","hurdle",3.75117522033513e-12,6.333917,7.529788,1.195871,0.705
"3028","RAB32","hurdle",1.00385232802904e-14,5.202112,7.010756,1.808644,0.705
"2834","POLR2F","hurdle",6.75613380048032e-11,6.632035,7.633123,1.001088,0.705
"2707","PGAM1","hurdle",2.81975039767434e-11,7.007733,8.619987,1.612254,0.705
"4236","WBP5","hurdle",3.78075365780281e-11,7.256808,8.468833,1.212025,0.704
"3699","SSC5D","hurdle",5.81765278354433e-31,0.9905417,5.8623669,4.8718252,0.704
"3086","RBM17","hurdle",4.86444264478517e-11,5.859882,7.185509,1.325627,0.704
"2740","PIEZO2","hurdle",4.92918399666186e-28,2.296397,6.645915,4.349518,0.704
"2173","MDFI","hurdle",1.07623169858187e-32,0.7796659,6.2081287,5.4284628,0.704
"949","DCBLD1","hurdle",1.62222553144723e-18,3.713659,6.259142,2.545483,0.704
"922","CYBA","hurdle",6.37721424503e-14,7.778753,8.383251,0.604498,0.704
"550","CBX3","hurdle",7.80598495743444e-12,6.247347,7.506714,1.259367,0.704
"3890","TIMM17A","hurdle",3.36175866207622e-11,6.087987,7.351207,1.26322,0.703
"3823","TBX2","hurdle",1.2096823072391e-35,-1.030294,5.877698,6.907992,0.703
