"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.delta","log2fold_change","Auc"
"1294","MTMR3","hurdle",0.0838592215576149,5.034596,5.709264,0.674668,0.543
"1269","MNAT1","hurdle",0.079267874617228,4.687701,5.237791,0.55009,0.543
"1268","MMRN1","hurdle",0.095747770211664,4.504361,5.309528,0.805167,0.543
"1254","MGAT5","hurdle",0.133542138929749,4.412694,4.988073,0.575379,0.543
"1112","KRT40","hurdle",2.56294643680948e-07,-1.151895,4.345695,5.49759,0.543
"1104","KLHL32","hurdle",0.000148221635821819,1.362564,4.126735,2.764171,0.543
"921","HCN4","hurdle",0.000133542415638814,0.7616141,3.1811358,2.4195217,0.543
"708","FAM171B","hurdle",0.071454057377123,3.578638,4.490822,0.912183999999999,0.543
"531","DDX31","hurdle",0.0373948011786358,3.167918,4.310579,1.142661,0.543
"383","CDKN1B","hurdle",0.0232969418728834,4.072221,4.870833,0.798612,0.543
"378","CDK5R1","hurdle",0.0459021895357558,3.760802,4.38965,0.628848,0.543
"291","CALCB","hurdle",0.000395646860959489,3.006211,5.994582,2.988371,0.543
"34","ADARB2","hurdle",8.70098958878056e-06,-0.8148493,3.3564853,4.1713346,0.543
"2464","ZXDC","hurdle",0.00740238440735485,4.790074,5.807468,1.017394,0.542
"2333","ZFR","hurdle",0.19308467791597,6.690243,7.222103,0.53186,0.542
"2323","ZDHHC17","hurdle",0.162948549577864,4.698864,5.38547,0.686605999999999,0.542
"2219","UGT8","hurdle",0.139058349563773,4.406419,5.030146,0.623727000000001,0.542
"1828","SETDB1","hurdle",0.134587669206532,3.808241,4.695312,0.887071,0.542
"1594","PPP2R5A","hurdle",0.192616827039464,4.867829,5.499591,0.631761999999999,0.542
"1593","PPP1R3F","hurdle",0.0452109835432912,3.054098,4.157439,1.103341,0.542
"1492","PDE8B","hurdle",0.0698704717210685,4.250978,5.312226,1.061248,0.542
"1475","PCGF5","hurdle",0.165194034886778,5.804559,6.402457,0.597898,0.542
"1263","MKL2","hurdle",0.00806513953728554,5.032318,5.863472,0.831154,0.542
"1127","LIN52","hurdle",0.0105761916994062,2.835542,4.149175,1.313633,0.542
"1076","KIAA1109","hurdle",0.01500555475849,5.693171,6.362654,0.669483,0.542
"822","GAL","hurdle",0.000864559035028883,2.786601,6.472441,3.68584,0.542
"800","FOXP4","hurdle",0.201376937969849,5.059187,5.637824,0.578637000000001,0.542
"636","EID2B","hurdle",0.0572120949423009,3.513305,4.447232,0.933927,0.542
"516","DCAF16","hurdle",0.00426790085143693,4.311511,5.301885,0.990374,0.542
"484","CSNK1G1","hurdle",0.133211253537483,4.312741,4.916163,0.603422,0.542
"366","CDC73","hurdle",0.135657653583558,5.584651,6.171067,0.586416,0.542
"325","CCDC142","hurdle",0.0509043897160822,3.79768,4.572093,0.774413,0.542
"172","BCDIN3D","hurdle",0.0506530560041521,3.387229,4.281203,0.893974,0.542
"114","ARHGEF3","hurdle",0.10673836481214,5.537153,6.084866,0.547713,0.542
"2399","ZNF540","hurdle",0.0380134428111076,3.081858,3.938509,0.856651,0.541
"2340","ZMAT1","hurdle",0.0196409043738816,3.651291,5.060531,1.40924,0.541
"2284","WHAMM","hurdle",0.172902758188222,4.544136,5.162619,0.618483,0.541
"2191","TTF2","hurdle",0.0798568972727575,3.502723,4.512931,1.010208,0.541
"1985","STK33","hurdle",0.0564028525353013,3.78624,4.336326,0.550086,0.541
"1981","STAT5B","hurdle",0.186732085494653,4.581598,5.088321,0.506723,0.541
"1909","SLC9A9","hurdle",0.00682328180469995,1.90214,3.431134,1.528994,0.541
"1851","SHOC2","hurdle",0.0157776387349874,5.667015,6.365755,0.69874,0.541
"1846","SH3TC1","hurdle",0.058528343326309,3.576605,4.906525,1.32992,0.541
"1842","SH2D3C","hurdle",0.0119852950630426,2.72445,4.399371,1.674921,0.541
"1829","SETX","hurdle",0.0865243543303531,5.985861,6.616245,0.630384,0.541
"1725","RGS7","hurdle",0.0771401721497869,4.064801,4.636938,0.572137,0.541
"1632","PTAR1","hurdle",0.105713100081725,4.772011,5.759837,0.987826,0.541
"1553","PLEKHG3","hurdle",0.187747139271106,4.658039,5.180659,0.522620000000001,0.541
"1448","PARP8","hurdle",0.000123494153194646,4.300684,5.938557,1.637873,0.541
"1415","OLFM1","hurdle",0.0529442407955224,3.500818,4.496951,0.996133,0.541
"1336","NCKIPSD","hurdle",0.0688480093635564,4.760067,5.467899,0.707832,0.541
"1327","NAT8L","hurdle",0.036420588308632,3.328789,4.337466,1.008677,0.541
"1207","MAPT","hurdle",0.0323761293135303,2.984437,4.041433,1.056996,0.541
"925","HDHD2","hurdle",0.0907568499990357,5.679158,6.400085,0.720927,0.541
"829","GCFC2","hurdle",0.21883841565939,4.289278,4.81345,0.524171999999999,0.541
"660","EPC2","hurdle",0.0568188335186419,3.811698,4.887466,1.075768,0.541
"429","CKMT1A","hurdle",0.168747492120192,3.949466,4.688447,0.738981,0.541
"308","CASZ1","hurdle",0.049027331567072,3.719039,4.442942,0.723903,0.541
"300","CAP2","hurdle",0.0160112725278768,2.847732,4.392835,1.545103,0.541
"102","AQP7","hurdle",0.0107754064618712,2.99703,3.798509,0.801479,0.541
"47","AGPAT4","hurdle",0.164951285356905,4.394774,4.994928,0.600154,0.541
"2181","TTC14","hurdle",0.299707081917751,5.727751,6.291229,0.563478000000001,0.54
"2129","TMOD2","hurdle",0.138595140995716,4.689008,5.326589,0.637581,0.54
"1954","SPICE1","hurdle",0.0890179368839584,3.60326,4.266814,0.663554,0.54
"1877","SLC25A22","hurdle",0.260749338696703,4.896913,5.602856,0.705943,0.54
"1837","SGMS2","hurdle",0.168977920485745,4.612239,5.343695,0.731456000000001,0.54
"1812","SEC24D","hurdle",0.32032740170802,6.809147,7.312884,0.503737,0.54
"1803","SCRN1","hurdle",0.0476764590355621,6.568156,7.215814,0.647658,0.54
"1692","RBBP8","hurdle",0.0610818566586472,4.842616,5.402023,0.559407,0.54
"1677","RALGAPA1","hurdle",0.1824627292835,4.604928,5.341179,0.736251,0.54
"1529","PILRB","hurdle",0.125311353641398,4.237138,4.953402,0.716264,0.54
"1351","NEO1","hurdle",0.174277356167169,5.055822,5.575075,0.519253,0.54
"1321","NANOS1","hurdle",0.000435035117650502,3.312743,4.810562,1.497819,0.54
"1177","LYSMD3","hurdle",0.181169810673251,4.466061,5.040765,0.574704000000001,0.54
"1115","LAMA1","hurdle",0.00534890848881115,1.647711,3.284215,1.636504,0.54
"459","COQ3","hurdle",0.0700233938656818,3.41945,4.478424,1.058974,0.54
"384","CDKN2A","hurdle",0.0662124111823838,3.856802,4.905201,1.048399,0.54
"149","ATP1A3","hurdle",0.00369056553708192,1.100558,3.219684,2.119126,0.54
"2214","UBP1","hurdle",0.318345794685472,4.805551,5.364366,0.558815,0.539
"2201","TULP4","hurdle",0.345455933512999,5.825716,6.445292,0.619576,0.539
"2192","TTI1","hurdle",0.0694606259781848,4.116241,4.87681,0.760569,0.539
"2023","TAB2","hurdle",0.127572746548832,5.073435,5.809876,0.736441,0.539
"1763","RPRD1A","hurdle",0.0922775971444713,5.353584,5.934987,0.581403,0.539
"1639","PTK2B","hurdle",0.0935889586953299,3.866787,4.565389,0.698602,0.539
"1596","PPP6R3","hurdle",0.325840287608419,5.921883,6.52819,0.606307,0.539
"1567","PNPO","hurdle",0.0746543869234668,5.187698,5.810521,0.622822999999999,0.539
"1393","NSUN2","hurdle",0.278634040026163,4.746598,5.338071,0.591473000000001,0.539
"1205","MAPRE2","hurdle",0.0389146709965449,6.261757,6.914902,0.653144999999999,0.539
"1032","KBTBD3","hurdle",0.160168876005735,4.192535,4.979652,0.787116999999999,0.539
"1024","JPH4","hurdle",0.00119474280296488,1.033984,3.708233,2.674249,0.539
"1019","JAKMIP1","hurdle",0.0573595187011964,3.455462,4.619747,1.164285,0.539
"439","CLIC6","hurdle",0.0446677620353065,2.983073,3.947811,0.964738,0.539
"348","CCNY","hurdle",0.0184106452119955,5.360935,5.997826,0.636891,0.539
"331","CCDC28B","hurdle",0.0892980235372601,4.971863,5.780807,0.808944,0.539
"189","BOC","hurdle",0.0137833736915821,2.062401,3.889717,1.827316,0.539
"147","ATM","hurdle",0.0176270673927634,5.520785,6.316093,0.795308,0.539
"124","ARL6","hurdle",0.0628365577152968,2.680185,3.603687,0.923502,0.539
"2452","ZNF839","hurdle",0.123391535734369,3.192382,4.187652,0.99527,0.538
"2436","ZNF737","hurdle",0.0135646568561461,3.357313,4.533477,1.176164,0.538
"2053","TCF20","hurdle",0.111910299346169,3.868663,4.860087,0.991424,0.538
"1956","SPIN4","hurdle",0.0316254690495321,2.387388,3.444243,1.056855,0.538
"1883","SLC26A4","hurdle",0.00363353314886986,1.148631,3.882793,2.734162,0.538
"1872","SLC22A4","hurdle",0.0197865882864677,1.963681,3.224085,1.260404,0.538
"1757","RORB","hurdle",0.00429919210909046,1.443007,3.404773,1.961766,0.538
"1657","RAB27A","hurdle",0.0582099226357542,5.615084,6.255536,0.640452,0.538
"1636","PTCHD2","hurdle",0.0012265784453271,-0.0958352,2.5799619,2.6757971,0.538
"1452","PAX4","hurdle",1.27941439072723e-05,-0.4075696,3.8572057,4.2647753,0.538
"1381","NPTXR","hurdle",0.153586764469221,3.69372,4.288206,0.594486,0.538
"1365","NME5","hurdle",0.180117786346264,3.984247,4.691764,0.707517,0.538
"1240","MEF2A","hurdle",0.348564402217889,5.281085,5.83969,0.558605,0.538
"1027","KATNA1","hurdle",0.0910574182349656,3.980053,4.843541,0.863488,0.538
"988","IGSF1","hurdle",0.0239935688475008,3.556255,4.623043,1.066788,0.538
"855","GLS2","hurdle",0.0669956733933624,3.644272,4.665992,1.02172,0.538
"741","FANCL","hurdle",0.227597423692121,4.043627,4.967276,0.923649,0.538
"699","FAM135A","hurdle",0.16435739526134,4.333232,5.012922,0.67969,0.538
"693","FAM122A","hurdle",0.167120328398125,4.659058,5.304019,0.644961,0.538
"587","DNM1","hurdle",0.11997658862694,4.77279,5.518114,0.745324,0.538
"571","DNAH5","hurdle",0.0484300162973709,3.636086,4.651159,1.015073,0.538
"510","DAB1","hurdle",4.14325966022017e-05,0.5659796,2.2731769,1.7071973,0.538
"491","CTNNA2","hurdle",0.0101339339893754,2.272605,4.224286,1.951681,0.538
"475","CREBL2","hurdle",0.179001976938051,5.953122,6.578098,0.624976,0.538
"451","CNTN5","hurdle",0.0132703355872517,1.656438,3.486011,1.829573,0.538
"442","CMSS1","hurdle",0.0380310308985975,4.588465,5.275902,0.687437,0.538
"236","C21orf62","hurdle",0.075389951845175,3.462519,4.34354,0.881021,0.538
"195","BTBD17","hurdle",0.00114641965867764,0.5902831,3.2833385,2.6930554,0.538
"140","ASIC3","hurdle",0.00677919118945721,1.278353,2.49126,1.212907,0.538
"2304","ZBTB18","hurdle",0.0462030641379673,2.930632,3.832531,0.901899,0.537
"2296","XRCC1","hurdle",0.0945153386359923,4.765141,5.477397,0.712256,0.537
"2278","WDR66","hurdle",0.00782384479657409,1.314175,3.116019,1.801844,0.537
"2208","U2AF1L4","hurdle",0.0912726647414986,4.615361,5.120494,0.505133,0.537
"2195","TTPAL","hurdle",0.181470792036919,4.348144,5.019124,0.67098,0.537
"2071","TGFBR1","hurdle",0.071160145786217,4.576377,5.120765,0.544388,0.537
"2031","TAOK2","hurdle",0.265979059586051,4.221066,4.730321,0.509255,0.537
"1902","SLC7A4","hurdle",0.00395012474782936,1.661806,3.650146,1.98834,0.537
"1816","SEMA3D","hurdle",0.000115379118155543,-0.5879612,3.1656333,3.7535945,0.537
"1630","PSMD5","hurdle",0.288162467814665,5.046176,5.612364,0.566188,0.537
"1457","PBXIP1","hurdle",0.190416074118412,6.255397,6.800874,0.545477,0.537
"1344","NECAB2","hurdle",0.0357080234987051,2.796803,3.823899,1.027096,0.537
"1211","MARCH8","hurdle",0.193700878700268,4.816402,5.613673,0.797271,0.537
"1201","MAPK4","hurdle",0.00133045265619492,1.418517,3.895606,2.477089,0.537
"1131","LMO1","hurdle",0.202164198924977,5.018688,5.53147,0.512782,0.537
"1025","KAT2B","hurdle",0.221166473342613,4.119417,4.686769,0.567352,0.537
"985","IFT81","hurdle",0.199225578730412,4.473323,5.127971,0.654648,0.537
"773","FGF5","hurdle",0.000930748667473439,0.4421466,2.9080463,2.4658997,0.537
"764","FBXW8","hurdle",0.0272803543173527,3.347119,4.507751,1.160632,0.537
"762","FBXW4","hurdle",0.0400791637497587,5.086613,5.773544,0.686931,0.537
"627","EFHC2","hurdle",0.000840388975732133,0.6144465,2.9945446,2.3800981,0.537
"597","DPP10","hurdle",0.0068865996193202,1.20234,3.336462,2.134122,0.537
"144","ATCAY","hurdle",0.0687173511312204,3.406782,4.039259,0.632477,0.537
"94","APC","hurdle",0.220406866303991,5.725458,6.393732,0.668274,0.537
"43","AGBL4","hurdle",0.0170992489031186,1.404665,2.965829,1.561164,0.537
"2418","ZNF652","hurdle",0.0100172558917428,5.672659,6.490497,0.817838,0.536
"2395","ZNF502","hurdle",0.0113157896153985,2.648247,4.278038,1.629791,0.536
"2261","VWA7","hurdle",0.0575757808161131,3.341505,4.646492,1.304987,0.536
"2119","TMEM61","hurdle",0.139745251538499,4.796146,5.390904,0.594758,0.536
"1811","SEC24B","hurdle",0.140389481519403,5.008798,5.520376,0.511578,0.536
"1726","RGS7BP","hurdle",0.000311092629783991,0.3345295,3.8439066,3.5093771,0.536
"1693","RBKS","hurdle",0.109009136213912,2.970955,4.066142,1.095187,0.536
"1679","RANBP2","hurdle",0.0934049083206086,6.253348,6.879527,0.626179,0.536
"1538","PKD2","hurdle",0.14988700005167,5.294542,5.834944,0.540402,0.536
"1439","PAK6","hurdle",0.0743047375716505,3.891533,4.410852,0.519319,0.536
"1394","NSUN3","hurdle",0.0257712779043048,3.205323,4.460228,1.254905,0.536
"1382","NPW","hurdle",0.148941662933342,4.388093,5.185612,0.797519,0.536
"1362","NLK","hurdle",0.244979685887958,3.956038,4.562969,0.606931,0.536
"1071","KDM6A","hurdle",0.0633726301679879,3.810924,4.787744,0.97682,0.536
"1034","KBTBD7","hurdle",0.214172325153292,4.382225,4.922182,0.539957,0.536
"917","HCFC2","hurdle",0.235737369059314,5.26909,5.898545,0.629455,0.536
"871","GOLGA8A","hurdle",0.241395584366511,3.718769,4.250353,0.531584,0.536
"858","GNA12","hurdle",0.143109671349314,4.919388,5.505705,0.586317,0.536
"573","DNAH7","hurdle",0.00837124185185676,1.499158,2.716295,1.217137,0.536
"532","DDX51","hurdle",0.113960742792346,3.355443,4.024237,0.668794,0.536
"377","CDK20","hurdle",0.107764284469148,3.875018,4.855235,0.980217000000001,0.536
"318","CC2D1B","hurdle",0.241628383470798,4.346976,4.980876,0.633900000000001,0.536
"52","AIDA","hurdle",0.341644380309843,4.835394,5.359937,0.524543,0.536
"2279","WDR7","hurdle",0.248808402140762,4.472864,5.138986,0.666122,0.535
"2262","VWA8","hurdle",0.107237244816051,3.845767,4.637024,0.791257,0.535
"2240","USP51","hurdle",0.144271675336762,3.658335,4.45589,0.797555,0.535
"2222","UNC119B","hurdle",0.170325754384408,4.514162,5.150241,0.636079000000001,0.535
"2153","TRIM61","hurdle",0.0290009491940259,1.821082,2.951118,1.130036,0.535
"2046","TBX19","hurdle",0.000929216297925906,1.423071,2.465987,1.042916,0.535
"2040","TBC1D5","hurdle",0.0668290832029852,4.81637,5.517885,0.701515,0.535
"1876","SLC25A14","hurdle",0.228545535668616,4.565691,5.098236,0.532545,0.535
"1852","SHPRH","hurdle",0.0614159851470933,4.685758,5.54259,0.856832,0.535
"1706","RCOR3","hurdle",0.159713258756976,5.419516,6.005908,0.586392,0.535
"1667","RAB8B","hurdle",0.109063657505271,4.253708,4.781077,0.527369,0.535
"1505","PEX10","hurdle",0.121924018280324,4.372003,5.094101,0.722098,0.535
"1493","PDGFB","hurdle",0.0037996738724758,1.225831,1.96285,0.737019,0.535
"1487","PDE2A","hurdle",0.00392631599941622,0.9780076,3.1699121,2.1919045,0.535
"1453","PAXBP1","hurdle",0.098484235072171,4.448819,5.274781,0.825962,0.535
"1409","NUP98","hurdle",0.189831982662496,5.071541,5.599821,0.528280000000001,0.535
"1360","NKAIN1","hurdle",0.00220347344756199,1.790666,3.22902,1.438354,0.535
"1123","LGALSL","hurdle",0.214067364695204,4.009661,4.548113,0.538451999999999,0.535
"1080","KIAA1524","hurdle",0.0237728211683301,1.911521,3.408847,1.497326,0.535
"1069","KDM1B","hurdle",0.12333974120853,3.257461,4.114434,0.856973,0.535
"907","GTF2IRD1","hurdle",0.183800626751104,3.621078,4.474309,0.853231,0.535
"898","GRM1","hurdle",0.0147860913540937,1.704816,3.346508,1.641692,0.535
"602","DROSHA","hurdle",0.0149744973523244,4.142087,5.140059,0.997972,0.535
"543","DENND6A","hurdle",0.206534863012849,4.277742,4.896293,0.618551,0.535
"344","CCL5","hurdle",0.0227376752946735,2.331475,3.718114,1.386639,0.535
"208","C14orf142","hurdle",0.23273897241712,4.43508,5.035011,0.599931,0.535
"148","ATP10D","hurdle",0.125366950159933,4.253213,4.842632,0.589419,0.535
"99","APOOL","hurdle",0.327392155091802,5.297664,5.871676,0.574012,0.535
"2299","YRDC","hurdle",0.240914271172274,4.522455,5.074424,0.551969,0.534
"2244","UTP23","hurdle",0.0412073151118462,4.785316,5.389586,0.604270000000001,0.534
"2075","THAP11","hurdle",0.258663042109702,4.642773,5.435859,0.793086,0.534
"2039","TBC1D25","hurdle",0.0122552027107973,4.034667,5.113932,1.079265,0.534
"1930","SNX18","hurdle",0.193395467507449,4.825462,5.360165,0.534703,0.534
"1911","SLCO4C1","hurdle",0.00138630802352961,0.6453926,3.1133779,2.4679853,0.534
"1637","PTGDR2","hurdle",0.0314757040180301,2.861627,3.657792,0.796165,0.534
"1628","PSG4","hurdle",7.48625471259317e-06,-0.3477237,3.6950898,4.0428135,0.534
"1417","OMA1","hurdle",0.110034565235283,4.687754,5.298155,0.610401,0.534
"1083","KIDINS220","hurdle",0.325514911574753,6.148539,6.875825,0.727285999999999,0.534
"1057","KCNQ2","hurdle",0.0295542399765,2.468501,4.109275,1.640774,0.534
"1030","KBTBD11","hurdle",0.0490484377498749,2.573011,3.772577,1.199566,0.534
"1028","KATNAL1","hurdle",0.219362208605043,3.965043,4.502289,0.537246,0.534
"981","IFT122","hurdle",0.139235855323406,3.654408,4.642881,0.988473,0.534
"950","HNRNPA1L2","hurdle",0.218752106239357,3.529716,4.292339,0.762623,0.534
"908","GTPBP3","hurdle",0.204995835961755,3.468665,4.189561,0.720896,0.534
"877","GPR135","hurdle",0.018073079247612,1.863574,2.549005,0.685431,0.534
"783","FKRP","hurdle",0.119663902032311,4.113207,4.669406,0.556199,0.534
"756","FBXO28","hurdle",0.288751720034528,4.219348,4.841288,0.621939999999999,0.534
"478","CRHR2","hurdle",6.80378902354417e-06,-3.011378,2.821007,5.832385,0.534
"2463","ZXDB","hurdle",0.200281271084042,3.425296,4.031079,0.605783,0.533
"2458","ZRSR2","hurdle",0.126879382941824,3.687164,4.592124,0.90496,0.533
"2360","ZNF25","hurdle",0.135071335911048,4.135351,5.434184,1.298833,0.533
"2183","TTC26","hurdle",0.0649839089188812,2.454178,3.763351,1.309173,0.533
"2170","TSEN2","hurdle",0.0711966666351733,3.178117,4.252003,1.073886,0.533
"2165","TRPM6","hurdle",0.00319127817571407,0.09363583,2.32446426,2.23082843,0.533
"2151","TRIM14","hurdle",0.1495363011089,3.607144,4.185614,0.57847,0.533
"2090","TMCC1","hurdle",0.172084346140863,4.665431,5.242679,0.577248,0.533
"2032","TAPT1","hurdle",0.110791213974052,4.752188,5.573985,0.821797,0.533
"1895","SLC4A3","hurdle",0.0787420184529121,3.127346,3.959282,0.831936,0.533
"1722","RGS20","hurdle",7.80150251275676e-05,-1.731544,2.627935,4.359479,0.533
"1691","RBBP5","hurdle",0.0510367967653821,4.931209,5.59195,0.660741,0.533
"1668","RAB9B","hurdle",0.122555050123775,3.590124,4.341099,0.750975,0.533
"1502","PER1","hurdle",0.0557600301712909,4.034111,4.663025,0.628914,0.533
"1441","PANK4","hurdle",0.00693793683332365,3.863955,5.085238,1.221283,0.533
"1314","MZT1","hurdle",0.408647656351983,4.852641,5.408583,0.555942,0.533
"1166","LRRTM4","hurdle",0.0260776860986698,1.737316,3.193403,1.456087,0.533
"1098","KLHDC9","hurdle",0.097981803913501,4.154735,4.905962,0.751227,0.533
"1010","IPO8","hurdle",0.25323753311704,4.527004,5.095285,0.568281,0.533
"987","IGIP","hurdle",0.189277054385819,4.088287,4.81997,0.731682999999999,0.533
"889","GRAMD4","hurdle",0.219256723814522,3.322681,3.854721,0.53204,0.533
"872","GOLGA8B","hurdle",0.313678090324272,4.207526,4.821836,0.614310000000001,0.533
"700","FAM13B","hurdle",0.0491515017852108,4.404146,5.423352,1.019206,0.533
"623","EFCAB2","hurdle",0.273629770636933,4.118394,4.718218,0.599824,0.533
"333","CCDC34","hurdle",0.231661179053092,3.909773,4.463933,0.55416,0.533
"313","CBLL1","hurdle",0.289018896962346,5.016987,5.522791,0.505803999999999,0.533
"301","CAPN7","hurdle",0.339710797217388,5.020712,5.556037,0.535325,0.533
"251","C3orf62","hurdle",0.032008643042126,2.104661,3.729692,1.625031,0.533
"229","C1orf228","hurdle",0.00788026620148423,0.803586,3.085545,2.281959,0.533
"197","BTBD6","hurdle",0.218561332691946,3.686744,4.287307,0.600563,0.533
"113","ARHGEF28","hurdle",0.283920372433083,5.136578,5.636849,0.500271,0.533
"2407","ZNF573","hurdle",0.11713030350405,3.376507,4.108382,0.731875,0.532
"2283","WDR89","hurdle",0.0996656754014099,3.566348,4.583233,1.016885,0.532
"2272","WDR19","hurdle",0.20326516313691,3.873495,4.840263,0.966768,0.532
"2204","TVP23C","hurdle",0.0889707144619576,2.057749,3.57518,1.517431,0.532
"1948","SPATA6L","hurdle",0.0801554943650251,3.229982,4.115394,0.885412,0.532
"1934","SOGA1","hurdle",0.125956983335499,3.08495,3.853163,0.768213,0.532
"1739","RIOK2","hurdle",0.0452295826483014,4.797734,5.375386,0.577652,0.532
"1602","PRICKLE2","hurdle",0.206979099590601,3.897953,4.433917,0.535964,0.532
"1433","PABPC5","hurdle",0.0323649489652854,1.985531,3.518154,1.532623,0.532
