"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.acinar","log2fold_change","Auc"
"4120","TSPAN8","hurdle",2.23536749631402e-12,8.237807,9.351147,1.11334,0.697
"3653","SPATA13","hurdle",3.27857435939949e-14,4.751417,6.801096,2.049679,0.697
"3251","RPL37","hurdle",1.27217136590616e-11,9.692136,10.847857,1.155721,0.697
"3001","PTP4A1","hurdle",9.46009505819447e-12,7.600668,9.0898,1.489132,0.697
"2604","OST4","hurdle",1.15160056950515e-11,8.370872,9.228183,0.857310999999999,0.697
"3918","TMEM123","hurdle",2.56124454065899e-16,6.780791,8.5942,1.813409,0.696
"3676","SPTBN1","hurdle",3.36409266883867e-13,7.722012,9.293762,1.57175,0.696
"3640","SORD","hurdle",2.3876064944678e-14,4.425746,6.769943,2.344197,0.696
"3291","RPS3","hurdle",3.85578008357017e-09,10.661,11.62683,0.96583,0.696
"3229","RPL18A","hurdle",1.22376925326282e-09,9.969731,11.806646,1.836915,0.696
"2770","PIK3AP1","hurdle",4.52733939381488e-18,4.496226,7.384154,2.887928,0.696
"2412","NACA","hurdle",1.47384737637541e-09,9.224702,10.107161,0.882458999999999,0.696
"181","ANGPTL4","hurdle",4.03317312753831e-17,6.302142,8.344751,2.042609,0.696
"3957","TMEM41A","hurdle",1.37003599481572e-15,5.013473,7.520821,2.507348,0.695
"3902","TMBIM6","hurdle",2.1755668319908e-10,10.00557,11.04612,1.04055,0.695
"3405","SERPINB6","hurdle",6.85482221493269e-13,7.167323,8.480384,1.313061,0.695
"1174","EIF3E","hurdle",4.15098680872481e-09,8.004314,8.888058,0.883743999999998,0.695
"402","BNIP3","hurdle",2.82980236342611e-13,7.110777,8.653233,1.542456,0.695
"145","ALDH3A2","hurdle",9.44904186368694e-13,5.899808,7.727606,1.827798,0.695
"4064","TRIB2","hurdle",7.91079282100538e-18,3.919807,7.050185,3.130378,0.694
"1647","GULP1","hurdle",2.67677403807992e-15,4.400143,7.013563,2.61342,0.694
"1532","GGT6","hurdle",1.06221248177571e-19,3.571796,6.735735,3.163939,0.694
"58","ACTG1","hurdle",1.86598529083316e-11,10.5723,11.83523,1.26293,0.694
"2625","PABPC1","hurdle",3.61851664768731e-10,8.482399,9.546401,1.064002,0.693
"546","CAPG","hurdle",1.80687839906137e-16,4.42948,6.955243,2.525763,0.693
"4028","TP53INP1","hurdle",9.35749741977003e-14,5.035691,6.855179,1.819488,0.692
"3243","RPL31","hurdle",9.71373555478695e-11,10.11414,11.15863,1.04449,0.692
"2516","NOSIP","hurdle",4.15914959482423e-10,6.270326,7.599542,1.329216,0.692
"2264","MKKS","hurdle",1.75807761917917e-10,6.759701,7.834427,1.074726,0.692
"1569","GNG5","hurdle",1.19411243871133e-09,7.296686,8.288174,0.991487999999999,0.692
"955","DAG1","hurdle",7.20796213753205e-13,5.891475,7.735092,1.843617,0.692
"512","C8orf4","hurdle",3.17934604216174e-16,4.561622,7.258567,2.696945,0.692
"3898","TM9SF3","hurdle",7.77210285341189e-12,7.058733,8.708506,1.649773,0.691
"3262","RPLP1","hurdle",3.7209266243667e-08,11.12356,12.10633,0.98277,0.691
"2796","PLBD1","hurdle",1.49873171931864e-20,3.058379,6.6847,3.626321,0.691
"2441","NDUFA4","hurdle",1.16468132398027e-09,8.087486,8.85732,0.769833999999999,0.691
"1722","HLA-E","hurdle",1.99005421567729e-09,8.26097,9.288579,1.027609,0.691
"1488","GALNT3","hurdle",5.39160805227011e-18,5.124038,7.705405,2.581367,0.691
"4455","ZNF593","hurdle",5.65296513804622e-10,5.888477,7.170138,1.281661,0.69
"3713","STAP2","hurdle",1.5044407674167e-13,4.71514,6.709875,1.994735,0.69
"3086","RARRES3","hurdle",2.65613196298549e-13,4.999538,6.882922,1.883384,0.69
"2171","MARCKSL1","hurdle",5.09892793919677e-10,6.917035,8.060055,1.14302,0.69
"1579","GOLPH3","hurdle",7.94220113013106e-12,6.76567,8.357406,1.591736,0.69
"802","CNDP2","hurdle",4.69016279590541e-10,6.741783,8.16454,1.422757,0.69
"721","CFI","hurdle",1.38002864669051e-11,6.573409,8.287172,1.713763,0.69
"291","ASS1","hurdle",3.56814603917392e-13,5.026309,7.002938,1.976629,0.69
"266","ARPC1A","hurdle",1.25144021503659e-11,6.97933,8.234031,1.254701,0.69
"1136","EDN1","hurdle",1.71593649317895e-15,5.208971,7.317023,2.108052,0.689
"143","ALDH2","hurdle",3.74745066366741e-16,6.831592,8.847253,2.015661,0.689
"3962","TMEM51","hurdle",5.65971927559714e-11,5.69785,7.17165,1.4738,0.688
"3164","RHOV","hurdle",6.96804464575273e-20,3.825506,6.145264,2.319758,0.688
"2744","PGM2L1","hurdle",1.1091711905045e-13,5.006032,7.280384,2.274352,0.688
"549","CAPN2","hurdle",1.2595877905873e-10,7.17736,8.63552,1.45816,0.688
"543","CAMTA1","hurdle",1.38736959075065e-13,6.38247,7.693964,1.311494,0.688
"3894","TM7SF2","hurdle",1.90559615890862e-11,6.062878,7.889159,1.826281,0.687
"3238","RPL27A","hurdle",9.88999494173534e-11,10.36946,11.83541,1.46595,0.687
"2905","PQLC3","hurdle",1.58079674840299e-16,4.833483,7.631328,2.797845,0.687
"1317","FAM162A","hurdle",3.10093823431674e-11,6.342509,8.111496,1.768987,0.687
"1138","EEF1B2","hurdle",3.64597617952986e-09,8.607669,9.738993,1.131324,0.687
"4037","TPI1","hurdle",2.16704232198742e-08,9.214962,10.069576,0.854614,0.686
"3837","TES","hurdle",5.81424569177852e-12,5.388848,7.10897,1.720122,0.686
"3275","RPS16","hurdle",6.26284849493086e-09,10.1303,11.19087,1.06057,0.686
"3121","RDX","hurdle",2.24649305160933e-12,6.740366,8.138958,1.398592,0.686
"2189","MCL1","hurdle",1.89829927484502e-08,6.777435,8.101984,1.324549,0.686
"2155","MAP3K13","hurdle",1.50176859294967e-11,6.724412,7.910783,1.186371,0.686
"2047","LGALS9","hurdle",3.85861280422859e-14,4.729233,6.623844,1.894611,0.686
"1175","EIF3F","hurdle",1.26400293852131e-08,7.322518,8.207784,0.885266000000001,0.686
"272","ARRDC3","hurdle",1.04727459088928e-10,6.073769,8.008917,1.935148,0.686
"2910","PRDX6","hurdle",8.7035410674998e-08,7.489579,8.354073,0.864494,0.685
"2873","PPIB","hurdle",1.07320437836104e-07,8.924819,9.471797,0.546978000000001,0.685
"2691","PDCD4","hurdle",3.39920164469704e-14,6.718875,8.715522,1.996647,0.685
"2656","PARVA","hurdle",1.23087218324968e-11,5.98588,7.519927,1.534047,0.685
"1691","HGD","hurdle",6.54040956598175e-13,5.97082,7.968682,1.997862,0.685
"911","CTSD","hurdle",1.65326189769368e-10,9.947544,11.462773,1.515229,0.685
"729","CHCHD2","hurdle",4.46346495407144e-09,8.958483,9.71331,0.754827000000001,0.685
"655","CDC42","hurdle",9.1093998239328e-10,7.421843,8.41898,0.997136999999999,0.685
"262","ARL6IP1","hurdle",7.71592913080540e-11,7.601933,8.946284,1.344351,0.685
"135","AKR7A3","hurdle",2.35411998689209e-20,2.431359,6.522839,4.09148,0.685
"86","ADD3","hurdle",2.26085383615097e-11,5.98664,7.549559,1.562919,0.685
"62","ACTN4","hurdle",1.81572594584778e-09,6.806282,8.127852,1.32157,0.685
"4176","UBE2L3","hurdle",3.76554535314158e-09,6.805186,7.741705,0.936519,0.684
"3434","SH3BGRL3","hurdle",2.39713455029287e-08,8.732006,9.664219,0.932212999999999,0.684
"2217","MET","hurdle",3.25669259906152e-18,3.84471,7.011518,3.166808,0.684
"316","ATP1A1","hurdle",2.59558630750922e-09,9.069504,10.126645,1.057141,0.684
"2969","PSMB8","hurdle",1.10830256600802e-10,6.210118,7.671335,1.461217,0.683
"2575","OAF","hurdle",2.52821506687562e-14,4.821872,6.787756,1.965884,0.683
"1309","FAM13A","hurdle",6.1918543618822e-19,3.715751,7.008119,3.292368,0.683
"783","CLMN","hurdle",3.47274416800152e-14,5.361295,7.46321,2.101915,0.683
"4036","TPGS2","hurdle",1.7938053517841e-10,6.244318,7.617918,1.3736,0.682
"3507","SLC25A39","hurdle",7.40188363191945e-11,7.577832,8.873203,1.295371,0.682
"3224","RPL13","hurdle",1.45113473222222e-09,10.95076,12.2926,1.34184,0.682
"3135","RER1","hurdle",1.64762476965756e-10,6.889404,8.1148,1.225396,0.682
"3047","RAB25","hurdle",3.17780358767479e-10,6.260677,7.724294,1.463617,0.682
"2907","PRDX1","hurdle",2.41366337230529e-08,8.490287,9.306666,0.816379,0.682
"2093","LRRC59","hurdle",5.37220632272368e-10,5.979629,7.426728,1.447099,0.682
"1966","KIF1C","hurdle",1.93266832303923e-11,4.70399,6.556258,1.852268,0.682
"1876","IQGAP2","hurdle",4.18774461032558e-15,4.750157,6.617925,1.867768,0.682
"503","C6orf132","hurdle",1.6341889950604e-19,2.839548,5.587351,2.747803,0.682
"214","AP3S1","hurdle",3.69825507254558e-11,5.909098,7.273608,1.36451,0.682
"3852","TFPI","hurdle",2.86908023247686e-10,6.432104,8.476183,2.044079,0.681
"3376","SEC61G","hurdle",1.12920749878765e-09,8.101778,8.966051,0.864273000000001,0.681
"3246","RPL35","hurdle",1.23657412111903e-08,9.720794,11.098556,1.377762,0.681
"2273","MLXIP","hurdle",7.07917369841293e-11,6.705532,8.134197,1.428665,0.681
"1960","KIAA1522","hurdle",2.49097585367475e-15,4.742619,7.176906,2.434287,0.681
"1112","DYNLL1","hurdle",5.20964611936148e-08,8.503101,9.372304,0.869203000000001,0.681
"3399","SERP1","hurdle",3.56640806969253e-10,8.104693,9.202979,1.098286,0.68
"1891","ITGA6","hurdle",1.35718762886115e-14,3.992852,6.566882,2.57403,0.68
"837","CORO1B","hurdle",3.37355240356081e-09,6.433533,7.505469,1.071936,0.68
"605","CCDC64B","hurdle",1.18952441344124e-18,3.049312,5.850344,2.801032,0.68
"424","BTF3","hurdle",6.48622154508199e-08,8.599472,9.498143,0.898671,0.68
"323","ATP5J","hurdle",3.92023846075467e-08,8.233819,9.016359,0.782539999999999,0.68
"4363","ZC3H12A","hurdle",9.80073698378176e-16,4.47814,7.374756,2.896616,0.679
"3742","STXBP2","hurdle",5.66306025457156e-13,5.436761,7.254131,1.81737,0.679
"2245","MGST2","hurdle",1.38849728841536e-08,6.591353,7.710233,1.11888,0.679
"1693","HHLA2","hurdle",2.12460254769527e-30,0.2327356,7.4917001,7.2589645,0.679
"1245","ERGIC3","hurdle",5.28540053044207e-09,7.963013,8.937289,0.974276,0.679
"1204","EML4","hurdle",5.02325552201214e-12,5.622657,7.319724,1.697067,0.679
"4327","XPNPEP1","hurdle",3.93314416040886e-14,5.539596,7.49834,1.958744,0.678
"3666","SPR","hurdle",8.5729010856379e-14,5.431398,7.532238,2.10084,0.678
"3402","SERPINA5","hurdle",8.78256013378648e-13,7.476319,8.46052,0.984201000000001,0.678
"2850","POLR1D","hurdle",5.33363994500124e-09,6.583841,7.894404,1.310563,0.678
"2444","NDUFS8","hurdle",8.52446721699149e-10,7.621652,8.635072,1.01342,0.678
"1798","IDH2","hurdle",8.90298891380793e-12,7.031338,8.69434,1.663002,0.678
"535","CALM3","hurdle",2.02036131853912e-07,7.57755,8.576151,0.998601,0.678
"100","AFMID","hurdle",2.46700794751238e-17,2.599633,5.866684,3.267051,0.678
"3747","SUCLG2","hurdle",1.18942692262343e-10,5.290277,6.856971,1.566694,0.677
"3230","RPL19","hurdle",5.9306695383473e-07,10.73066,11.73692,1.00626,0.677
"2793","PLA2G10","hurdle",1.46298120124783e-28,-0.5082287,6.0134238,6.5216525,0.677
"2116","LYN","hurdle",2.71438007660929e-17,3.840983,6.949792,3.108809,0.677
"845","COX7C","hurdle",2.87052124041921e-08,9.571814,10.284913,0.713099,0.677
"425","BTG1","hurdle",1.69339487111505e-10,8.157514,9.408986,1.251472,0.677
"4078","TRIM47","hurdle",1.05812739591709e-12,4.761992,6.942076,2.180084,0.676
"3010","PTPRH","hurdle",2.85415270506717e-15,3.562368,6.257264,2.694896,0.676
"2390","MYL6","hurdle",4.84302875966745e-06,10.55723,11.27831,0.721079999999999,0.676
"2140","MAL2","hurdle",5.15814108209027e-09,6.476875,7.709521,1.232646,0.676
"3698","SSFA2","hurdle",2.77738436413846e-14,5.647826,7.821604,2.173778,0.675
"2970","PSMB9","hurdle",1.05773963399088e-11,5.276989,6.626171,1.349182,0.675
"2450","NEDD4L","hurdle",4.91769921253121e-12,4.925838,6.886957,1.961119,0.675
"2307","MRPL14","hurdle",8.2271291474374e-09,6.767024,7.751414,0.984389999999999,0.675
"2186","MCCC1","hurdle",1.00594940622504e-11,4.96178,7.243197,2.281417,0.675
"1552","GLTSCR2","hurdle",2.43176802788083e-08,7.590174,8.712763,1.122589,0.675
"745","CHPT1","hurdle",5.38381343549931e-12,4.662764,6.668452,2.005688,0.675
"4281","VWA1","hurdle",2.57355245548906e-08,6.655065,8.025797,1.370732,0.674
"3952","TMEM256","hurdle",9.11315323784805e-10,5.756356,7.017783,1.261427,0.674
"3181","RND1","hurdle",1.96861318503837e-18,3.166231,6.916969,3.750738,0.674
"2045","LGALS4","hurdle",1.42158006278029e-14,5.707809,7.165289,1.45748,0.674
"1539","GIPC2","hurdle",1.65789086105225e-20,2.044647,5.831992,3.787345,0.674
"1065","DNPH1","hurdle",2.9506945819507e-08,6.998196,7.929815,0.931619,0.674
"4009","TNIP1","hurdle",6.09120814319224e-08,5.696238,7.258549,1.562311,0.673
"3998","TNFRSF10B","hurdle",3.28982270957058e-13,4.145727,6.414453,2.268726,0.673
"3942","TMEM219","hurdle",6.5388425623521e-09,7.546194,8.466918,0.920724,0.673
"3858","TGIF1","hurdle",8.31130125812718e-13,5.09983,7.104208,2.004378,0.673
"3559","SLC39A5","hurdle",1.40292336885992e-31,-1.764739,6.135443,7.900182,0.673
"3228","RPL18","hurdle",1.98904805171493e-07,10.10037,11.13229,1.03192,0.673
"892","CSTB","hurdle",4.19677143251022e-08,8.496827,9.228723,0.731896000000001,0.673
"806","CNN2","hurdle",4.76431270899532e-14,4.513911,6.608853,2.094942,0.673
"647","CD59","hurdle",3.61482991914213e-07,10.26441,10.88383,0.61942,0.673
"4049","TRAF4","hurdle",2.4944119678619e-10,5.244496,6.822587,1.578091,0.672
"3573","SLC4A4","hurdle",4.35154138202579e-11,6.950001,7.544112,0.594111,0.672
"3345","SAV1","hurdle",3.25187968294608e-12,4.240331,6.451422,2.211091,0.672
"3226","RPL14","hurdle",1.72062317400447e-07,9.629492,10.796522,1.16703,0.672
"3000","PTMA","hurdle",1.34888923065674e-09,9.903656,10.974998,1.071342,0.672
"2824","PMAIP1","hurdle",8.94458875261504e-13,4.286359,6.409528,2.123169,0.672
"2188","MCFD2","hurdle",1.63073593007409e-11,6.494174,7.873826,1.379652,0.672
"1122","ECE1","hurdle",5.08272153338985e-10,6.091388,7.737812,1.646424,0.672
"536","CALR","hurdle",4.80553412379503e-08,9.281087,10.222377,0.94129,0.672
"3924","TMEM144","hurdle",8.14530404159284e-15,3.927385,6.444989,2.517604,0.671
"3293","RPS4X","hurdle",2.84566276683881e-07,10.5521,11.48269,0.93059,0.671
"3119","RDH10","hurdle",1.6715485577707e-15,3.6835,6.730154,3.046654,0.671
"2935","PRR15L","hurdle",1.1749137998274e-13,4.47519,6.892291,2.417101,0.671
"297","ATF3","hurdle",1.34524197880451e-11,4.740124,6.623913,1.883789,0.671
"3681","SQRDL","hurdle",4.58328285026362e-10,5.532067,7.081212,1.549145,0.67
"3396","SERF2","hurdle",2.94656733929344e-06,10.55874,11.30928,0.750539999999999,0.67
"1605","GPRC5B","hurdle",2.70298106504999e-16,4.283601,7.419487,3.135886,0.67
"984","DDRGK1","hurdle",1.98935991921448e-08,6.610939,7.721405,1.110466,0.67
"3903","TMC4","hurdle",8.13063220444829e-11,5.878631,7.62368,1.745049,0.669
"3585","SLC9A3R1","hurdle",7.78035980152745e-09,7.204953,8.451051,1.246098,0.669
"3240","RPL29","hurdle",3.94950822372733e-08,9.690762,11.098395,1.407633,0.669
"2526","NQO1","hurdle",2.56718165308758e-09,6.663039,7.743585,1.080546,0.669
"1185","EIF4EBP2","hurdle",7.97088583236604e-11,5.99587,7.554336,1.558466,0.669
"3882","TKT","hurdle",6.20851552966512e-08,7.938021,9.047034,1.109013,0.668
"3380","SEL1L3","hurdle",7.86288782571835e-09,5.958802,7.797282,1.83848,0.668
"3225","RPL13A","hurdle",4.062319085211e-08,11.50945,12.89441,1.38496,0.668
"3049","RAB27B","hurdle",2.97959565089161e-21,1.588498,5.736164,4.147666,0.668
"2027","LASP1","hurdle",2.23787662687288e-09,6.277917,7.731684,1.453767,0.668
"1499","GATA4","hurdle",4.81985784236057e-28,-0.4824429,6.0066298,6.4890727,0.668
"1493","GAPDH","hurdle",1.4355113426833e-06,11.31804,12.11785,0.799810000000001,0.668
"1266","ETS2","hurdle",1.68262961848599e-11,4.832832,6.938595,2.105763,0.668
"1161","EHD4","hurdle",6.21637041881884e-13,4.074718,6.652096,2.577378,0.668
"1054","DNAJC15","hurdle",1.1517724110065e-07,6.808556,7.746433,0.937876999999999,0.668
"940","CYP1A1","hurdle",1.32427884362152e-18,4.27593,8.798553,4.522623,0.668
"799","CMPK1","hurdle",2.12691689028493e-12,7.230622,8.702662,1.47204,0.668
"46","ACOX1","hurdle",4.00362065926829e-14,5.565617,7.529781,1.964164,0.668
"3616","SNAP23","hurdle",2.47294822252424e-11,5.085589,6.819522,1.733933,0.667
"3437","SH3BP4","hurdle",4.41269869984148e-14,4.517075,7.053738,2.536663,0.667
"3304","RPS9","hurdle",2.00708992158306e-08,10.04827,11.29727,1.249,0.667
"2239","MGAT4B","hurdle",1.58795265063542e-10,5.748255,7.571443,1.823188,0.667
"1426","FOSL2","hurdle",1.22947292847023e-12,4.005378,5.905219,1.899841,0.667
"1366","FAU","hurdle",2.30925336678731e-07,8.962694,9.817352,0.854657999999999,0.667
"494","C4orf3","hurdle",7.03651907928602e-08,7.633985,8.526785,0.8928,0.667
"3960","TMEM50A","hurdle",1.22760069005983e-08,7.42076,8.420391,0.999631000000001,0.666
"3790","TALDO1","hurdle",8.33827623181458e-10,7.562846,8.642737,1.079891,0.666
"3541","SLC35D2","hurdle",8.20053996279977e-12,4.545495,6.508359,1.962864,0.666
"3261","RPLP0","hurdle",1.14582125222273e-07,10.29195,11.07186,0.779909999999999,0.666
"2418","NAMPT","hurdle",1.34724976692935e-09,5.906409,7.85439,1.947981,0.666
"1557","GMDS","hurdle",1.73151341839883e-14,4.954427,7.198514,2.244087,0.666
"1124","ECH1","hurdle",3.82808713969135e-08,7.858844,8.861131,1.002287,0.666
"4193","UFC1","hurdle",5.96325120940909e-07,7.561324,8.306028,0.744704,0.665
"3663","SPINT1","hurdle",1.11715986300783e-08,7.370377,8.623362,1.252985,0.665
"1887","ISG20","hurdle",1.526920390468e-14,3.779771,5.999354,2.219583,0.665
"1653","H3F3B","hurdle",8.04091172610463e-06,9.968036,10.667277,0.699241000000001,0.665
"842","COX5A","hurdle",3.54173709900419e-05,7.751472,8.589277,0.837804999999999,0.665
"349","B4GALT1","hurdle",6.52115319734192e-14,6.09436,8.622766,2.528406,0.665
"2143","MAN2A1","hurdle",1.14536679562372e-10,5.398215,7.29632,1.898105,0.664
"1415","FLRT2","hurdle",4.62925702704757e-11,5.901607,7.386795,1.485188,0.664
"526","CA9","hurdle",1.0679558926764e-23,1.552303,7.302673,5.75037,0.664
"418","BSPRY","hurdle",9.14592192800935e-10,5.099771,6.700901,1.60113,0.664
"330","ATPIF1","hurdle",4.51742701738811e-09,8.51473,9.264872,0.750142,0.664
"128","AKR1A1","hurdle",2.70129131417518e-08,7.314271,8.501826,1.187555,0.664
"4164","UBA52","hurdle",1.03148969444969e-07,9.560196,10.462444,0.902248,0.663
"3284","RPS25","hurdle",2.51115125854015e-07,9.75038,10.76815,1.01777,0.663
"3280","RPS20","hurdle",8.29183622441323e-07,9.527425,10.910175,1.38275,0.663
"3277","RPS18","hurdle",1.2720918838928e-06,10.94052,12.15427,1.21375,0.663
"3255","RPL4","hurdle",3.10043262388792e-07,9.495305,10.23504,0.739735,0.663
"3239","RPL28","hurdle",9.09515116181263e-07,10.17161,11.37592,1.20431,0.663
"2584","ODF3B","hurdle",1.03794671086623e-12,3.589912,6.054703,2.464791,0.663
"2278","MOB3B","hurdle",1.01854382126825e-17,2.689037,6.109734,3.420697,0.663
"642","CD2AP","hurdle",1.88692013968663e-10,5.592542,7.31169,1.719148,0.663
"621","CCND2","hurdle",6.25132191077897e-11,5.343275,7.469667,2.126392,0.663
"230","APRT","hurdle",8.3057975783258e-09,7.333061,8.37145,1.038389,0.663
"3969","TMEM63A","hurdle",8.41044682754281e-13,4.421285,6.467593,2.046308,0.662
"3103","RBM3","hurdle",5.3936606038033e-07,6.979449,8.190539,1.21109,0.662
"2794","PLA2G16","hurdle",1.50392116489895e-09,6.281859,7.576065,1.294206,0.662
"2708","PDLIM1","hurdle",1.23272767220122e-07,7.157067,8.221077,1.06401,0.662
"2012","LACTB2","hurdle",5.64218868221021e-12,4.829967,6.790676,1.960709,0.662
"1878","IRAK1","hurdle",8.17059521358423e-08,5.619492,6.909331,1.289839,0.662
"1814","IFRD2","hurdle",1.78404208554982e-10,5.148369,7.048833,1.900464,0.662
"1353","FAM96A","hurdle",5.07860342047263e-13,6.11858,7.664228,1.545648,0.662
"1007","DESI1","hurdle",1.82716340906825e-09,4.855981,6.531829,1.675848,0.662
"320","ATP5C1","hurdle",2.31798867034814e-06,7.832064,8.871803,1.039739,0.662
"71","ADAM9","hurdle",1.1836047950469e-11,6.717707,8.666216,1.948509,0.662
"4250","VDAC1","hurdle",3.63622633027391e-08,7.289088,8.180706,0.891618000000001,0.661
"4174","UBE2H","hurdle",5.3184888310991e-07,6.235977,7.397993,1.162016,0.661
"3688","SRI","hurdle",2.78236639394267e-11,7.278897,8.558919,1.280022,0.661
"3337","SAMHD1","hurdle",2.81549265971416e-15,2.490325,5.67949,3.189165,0.661
"2911","PRELID1","hurdle",4.82058207397022e-07,7.383992,8.29624,0.912247999999999,0.661
"2811","PLEKHJ1","hurdle",5.66984951046515e-08,6.109729,7.282178,1.172449,0.661
"1621","GSDMD","hurdle",5.85554873542395e-09,5.462907,7.004113,1.541206,0.661
"1377","FBXO25","hurdle",4.38881183470906e-09,5.483126,7.005354,1.522228,0.661
"317","ATP1B1","hurdle",3.26088145877945e-07,8.664793,9.640644,0.975851,0.661
"4140","TUBA1C","hurdle",4.04193301665956e-08,5.915243,7.247532,1.332289,0.66
"3765","SYNGR1","hurdle",8.96881923646374e-10,5.086377,6.720377,1.634,0.66
"3564","SLC43A1","hurdle",2.39212876618338e-15,3.421736,6.54768,3.125944,0.66
"3298","RPS6KA2","hurdle",6.31380016476278e-14,3.708906,6.5,2.791094,0.66
"2961","PSMA7","hurdle",4.16960066634045e-07,8.696969,9.411254,0.714285,0.66
"1914","JUN","hurdle",6.48869905478503e-07,7.6155,8.527189,0.911689,0.66
"1797","IDH1","hurdle",1.37306387974307e-11,6.41538,8.283458,1.868078,0.66
"1698","HIGD1A","hurdle",3.04648240066332e-08,6.39627,7.604897,1.208627,0.66
"1531","GGT1","hurdle",1.30084054571581e-13,4.572338,6.494374,1.922036,0.66
"673","CDK2AP2","hurdle",8.18181602919931e-09,6.13936,7.451321,1.311961,0.66
"659","CDC42EP5","hurdle",2.53904868229092e-19,1.365025,6.41005,5.045025,0.66
"4115","TSPAN15","hurdle",1.79297468649887e-13,5.247714,7.638613,2.390899,0.659
"1305","FAM129B","hurdle",2.05978064857628e-09,4.780816,6.414557,1.633741,0.659
