"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.gamma","log2fold_change","Auc"
"2392","MPPED2","hurdle",1.39408748718978e-17,2.019279,5.412061,3.392782,0.656
"2361","MLLT3","hurdle",8.46411073708658e-10,4.557794,6.39209,1.834296,0.656
"2296","MEAF6","hurdle",1.31201578402666e-06,6.892253,7.794017,0.901764,0.656
"2051","KLHL3","hurdle",4.64819338953294e-12,3.83332,6.527508,2.694188,0.656
"1778","HSP90AB1","hurdle",0.000131416722284247,9.605701,10.258436,0.652735,0.656
"1612","GOLGA2","hurdle",1.6148119010665e-06,6.489069,7.408925,0.919856,0.656
"1531","GAS2","hurdle",2.04712573169901e-10,4.481135,6.621257,2.140122,0.656
"614","CARTPT","hurdle",3.28339643575185e-25,-0.3039151,7.2315925,7.5355076,0.656
"4029","TNPO2","hurdle",3.00373319955096e-08,4.675638,6.207331,1.531693,0.655
"3824","SYT11","hurdle",4.18056898529033e-07,6.111452,7.31456,1.203108,0.655
"3530","SLC23A2","hurdle",1.02844462705703e-07,5.138686,6.694064,1.555378,0.655
"2758","PCM1","hurdle",2.62256172365039e-06,6.834133,7.963313,1.12918,0.655
"1875","ISCU","hurdle",1.63091600489581e-06,7.289979,8.108695,0.818716000000001,0.655
"1748","HMGCLL1","hurdle",4.56553192485089e-10,5.392876,6.712584,1.319708,0.655
"4345","WRB","hurdle",1.67830370963074e-07,6.201064,7.107849,0.906785,0.654
"4051","TPD52","hurdle",4.29134193778034e-06,8.406726,9.012719,0.605993,0.654
"3831","SYT4","hurdle",2.6025360766027e-09,6.245405,7.264799,1.019394,0.654
"3753","ST8SIA3","hurdle",5.48914492558195e-09,5.303467,6.817453,1.513986,0.654
"2227","MAP6","hurdle",7.48196108463548e-09,5.049509,6.752139,1.70263,0.654
"1736","HIPK2","hurdle",2.89984087727888e-07,6.955438,7.767793,0.812355,0.654
"1099","DNAJA4","hurdle",2.22712671478393e-10,4.45683,6.483886,2.027056,0.654
"1036","DEPTOR","hurdle",6.31530458236679e-10,4.467173,6.296532,1.829359,0.654
"874","COX17","hurdle",5.07735796627001e-07,7.770535,8.37361,0.603075,0.654
"433","BPTF","hurdle",2.24883796635807e-08,6.678759,7.908384,1.229625,0.654
"379","BAZ1B","hurdle",5.76330295752255e-07,6.10966,7.258095,1.148435,0.654
"3852","TAOK1","hurdle",1.88558649395457e-06,5.822299,6.969543,1.147244,0.653
"3654","SNRNP27","hurdle",1.88747669252409e-06,6.018978,6.985421,0.966443,0.653
"3550","SLC29A4","hurdle",1.1329631297021e-07,6.040947,7.21552,1.174573,0.653
"3085","PTGFR","hurdle",1.66040967953507e-22,0.7561215,6.0557925,5.299671,0.653
"3990","TMEM45B","hurdle",2.37188192836493e-09,5.57441,6.901291,1.326881,0.652
"3629","SMIM5","hurdle",3.51559249795894e-14,3.009771,5.889691,2.87992,0.652
"3062","PRRC2C","hurdle",5.4755188064362e-06,7.396458,8.282977,0.886519000000001,0.652
"2209","MAN2A2","hurdle",3.82099136919592e-09,4.913143,6.561469,1.648326,0.652
"2194","MADD","hurdle",1.84218320747526e-08,5.21275,6.746898,1.534148,0.652
"1824","IL20RA","hurdle",2.64884846463354e-10,4.300539,6.403562,2.103023,0.652
"1644","GPRASP1","hurdle",9.48321554851757e-11,4.407816,6.653055,2.245239,0.652
"1485","FOXO1","hurdle",9.82020395656132e-08,5.246639,7.08041,1.833771,0.652
"4224","UNC79","hurdle",3.5597112837966e-10,4.037937,6.022308,1.984371,0.651
"2331","MFSD6","hurdle",4.67894955934941e-08,5.24661,6.539041,1.292431,0.651
"2265","MATR3","hurdle",2.58993494940461e-09,6.683939,7.605832,0.921893000000001,0.651
"1331","FAM174B","hurdle",2.57410563561897e-08,6.132672,7.706928,1.574256,0.651
"1187","EEF1G","hurdle",1.33983086110859e-08,6.882294,7.708169,0.825875,0.651
"590","CAMK2B","hurdle",3.8538192246587e-08,5.647472,6.991787,1.344315,0.651
"564","CABP7","hurdle",1.37153570669473e-12,3.977965,6.549602,2.571637,0.651
"4618","ZNF608","hurdle",2.03278035724054e-09,4.107613,5.985262,1.877649,0.65
"4116","TSHZ1","hurdle",1.09045869473418e-08,4.716018,6.423915,1.707897,0.65
"3267","RIMBP2","hurdle",6.75040924864527e-10,4.805243,6.774003,1.96876,0.65
"3093","PTPN13","hurdle",1.52901608974543e-09,4.110067,5.911515,1.801448,0.65
"2277","MBP","hurdle",2.61868472698844e-07,5.979479,7.236424,1.256945,0.65
"1693","H2AFY","hurdle",2.17766145838256e-05,7.360344,8.150264,0.78992,0.65
"1594","GNAI2","hurdle",4.24876200669376e-07,6.739713,7.947939,1.208226,0.65
"1588","GLYR1","hurdle",2.83831143826461e-07,4.966055,6.360301,1.394246,0.65
"1155","DTX3","hurdle",2.91156065454984e-09,4.714147,6.52108,1.806933,0.65
"85","ADRBK2","hurdle",3.18572363903767e-09,4.604839,6.563112,1.958273,0.65
"4363","XPR1","hurdle",1.08065101195671e-07,5.324054,6.840769,1.516715,0.649
"3792","SUCO","hurdle",9.58886696868066e-07,5.663863,6.911772,1.247909,0.649
"3764","STEAP2","hurdle",3.21033043049937e-08,4.832093,6.251841,1.419748,0.649
"2195","MAF","hurdle",1.88127354447268e-11,3.49107,5.958012,2.466942,0.649
"2077","LAMA5","hurdle",3.2157317127199e-08,5.584624,7.366558,1.781934,0.649
"2020","KIF3A","hurdle",5.74172744707942e-07,5.725089,6.903269,1.17818,0.649
"329","ATP5EP2","hurdle",1.39521059482024e-06,6.971789,7.922549,0.95076,0.649
"4167","TUSC3","hurdle",1.90574724096717e-05,8.677567,9.300326,0.622759,0.648
"2336","MGAT4A","hurdle",5.42722861919322e-07,5.821235,7.264764,1.443529,0.648
"1666","GRIPAP1","hurdle",6.1941585896139e-08,5.146742,6.720927,1.574185,0.648
"1506","FURIN","hurdle",1.63372851282249e-06,6.544686,7.442039,0.897353000000001,0.648
"1199","EGR1","hurdle",7.5318811881888e-06,8.068849,8.815231,0.746382000000001,0.648
"1148","DST","hurdle",2.47222352757166e-07,7.733043,8.894322,1.161279,0.648
"619","CASD1","hurdle",6.05424587011399e-10,4.166637,6.650821,2.484184,0.648
"108","AHI1","hurdle",2.09240593081041e-05,6.982938,7.865613,0.882675,0.648
"8","ABAT","hurdle",2.16645060441232e-09,4.47434,6.446419,1.972079,0.648
"3749","ST18","hurdle",9.90048037542308e-09,5.226232,6.875563,1.649331,0.647
"3412","SCRN1","hurdle",1.03379168542676e-06,6.498873,7.454084,0.955211,0.647
"3097","PTPRJ","hurdle",3.16744562049871e-09,4.003189,5.998017,1.994828,0.647
"3031","PRKAR1A","hurdle",2.54365480694228e-05,8.559144,9.221231,0.662087,0.647
"2966","PON3","hurdle",6.78388949331092e-09,5.203255,6.862085,1.65883,0.647
"2885","PJA2","hurdle",3.69686631568379e-06,6.902794,7.947184,1.04439,0.647
"2783","PDE9A","hurdle",8.32066356036105e-11,3.477332,5.415876,1.938544,0.647
"405","BEND7","hurdle",3.63043072628092e-11,3.56786,6.041159,2.473299,0.647
"165","ANKH","hurdle",1.94696925145147e-07,6.229214,7.538628,1.309414,0.647
"3727","SREK1IP1","hurdle",2.29265487601318e-05,5.831385,6.759695,0.92831,0.646
"3582","SLC5A1","hurdle",3.7097351635961e-14,3.038096,6.338202,3.300106,0.646
"3360","RUNDC3A","hurdle",6.91660836095186e-07,5.46658,6.67973,1.21315,0.646
"3163","RALGPS1","hurdle",2.1621281603515e-09,4.495975,6.443729,1.947754,0.646
"2931","PNMA1","hurdle",1.78400923694236e-06,6.421818,7.494002,1.072184,0.646
"2512","NEBL","hurdle",1.44413130966226e-08,4.945257,6.870591,1.925334,0.646
"1773","HS6ST3","hurdle",8.81543868752262e-10,4.33348,6.640791,2.307311,0.646
"1721","HERC1","hurdle",5.70046786687736e-07,5.605111,7.240113,1.635002,0.646
"1577","GLG1","hurdle",3.32848049034583e-06,7.61825,8.548475,0.930225,0.646
"1346","FAM200B","hurdle",7.79333031221969e-06,6.429454,7.182304,0.75285,0.646
"1253","EPM2AIP1","hurdle",8.39884992690715e-06,6.021891,7.28834,1.266449,0.646
"1202","EHBP1","hurdle",5.06268558555648e-07,5.577533,6.804228,1.226695,0.646
"920","CSGALNACT1","hurdle",5.26187470803835e-11,4.174101,6.544097,2.369996,0.646
"558","C9orf78","hurdle",7.33733415180411e-06,6.416572,7.375564,0.958991999999999,0.646
"335","ATP6V1B2","hurdle",1.20113573754029e-05,7.567582,8.420892,0.85331,0.646
"245","ARHGAP5","hurdle",9.96674460889489e-06,6.353225,7.384453,1.031228,0.646
"3409","SCOC","hurdle",3.07399955141535e-06,7.323038,8.055034,0.731995999999999,0.645
"961","CXorf57","hurdle",2.22187809940836e-09,4.779276,6.260831,1.481555,0.645
"714","CDH17","hurdle",7.32428348675784e-22,0.4320228,6.32077,5.8887472,0.645
"150","AMOTL1","hurdle",1.13799834401025e-07,5.148751,6.906843,1.758092,0.645
"4097","TRIQK","hurdle",1.20958617806382e-06,5.389734,6.56427,1.174536,0.644
"3949","TLK1","hurdle",2.37129669291875e-06,6.280268,7.195484,0.915216,0.644
"3285","RNF11","hurdle",3.6879383747733e-06,6.470477,7.32926,0.858783,0.644
"3272","RIN2","hurdle",3.3490594403864e-06,6.911204,7.98122,1.070016,0.644
"2719","PBX1","hurdle",1.34771364145757e-06,5.931677,6.957481,1.025804,0.644
"1517","G6PC2","hurdle",4.49240516485246e-07,7.554293,8.887114,1.332821,0.644
"1446","FKBP5","hurdle",3.49785553584558e-08,4.853888,6.49741,1.643522,0.644
"171","ANKRD12","hurdle",5.3354352674716e-06,7.088789,8.060951,0.972161999999999,0.644
"81","ADIPOR1","hurdle",2.11959989082295e-06,7.07234,7.837775,0.765435,0.644
"4375","YTHDC1","hurdle",2.90638604161595e-06,5.934474,7.018668,1.084194,0.643
"3816","SYNE2","hurdle",4.08544777886017e-06,7.107344,8.184743,1.077399,0.643
"3544","SLC25A4","hurdle",1.30344255206218e-05,7.199715,7.988524,0.788809,0.643
"2365","MLXIPL","hurdle",1.96271255976506e-07,5.980202,7.548974,1.568772,0.643
"2196","MAGED1","hurdle",6.73969535460793e-06,8.032146,8.973772,0.941626000000001,0.643
"1288","F10","hurdle",5.71626523126217e-08,6.086815,7.444747,1.357932,0.643
"1287","EZR","hurdle",3.30746133330512e-06,7.990033,8.662151,0.672117999999999,0.643
"741","CECR1","hurdle",7.66580864126036e-08,6.102601,7.30198,1.199379,0.643
"370","BAG1","hurdle",6.02158554722028e-05,7.001386,7.841839,0.840453,0.643
"346","ATRNL1","hurdle",2.35106129693069e-11,3.499263,5.24636,1.747097,0.643
"326","ATP2B1","hurdle",6.44511952896311e-07,6.598001,7.607391,1.00939,0.643
"272","ARMCX4","hurdle",5.09915045304078e-09,4.048515,5.925819,1.877304,0.643
"59","ACVR1C","hurdle",1.02516714304515e-10,4.049711,5.884455,1.834744,0.643
"4366","XRN1","hurdle",2.01763836209095e-06,5.713422,6.851609,1.138187,0.642
"4033","TNRC6C","hurdle",2.296447357535e-09,3.7528,5.759855,2.007055,0.642
"3607","SMAD4","hurdle",9.07326596069655e-07,5.14275,6.493891,1.351141,0.642
"2780","PDE4D","hurdle",3.14194158691276e-09,3.932357,5.574154,1.641797,0.642
"2544","NGRN","hurdle",7.17790379630622e-08,6.816085,7.672262,0.856177,0.642
"200","ANP32E","hurdle",1.66415819191644e-06,5.401616,6.719052,1.317436,0.642
"3822","SYNRG","hurdle",8.63416332533968e-07,5.51657,6.945837,1.429267,0.641
"3732","SRSF11","hurdle",4.85935661711202e-06,7.278876,8.16562,0.886744,0.641
"3527","SLC22A17","hurdle",6.20718208415515e-06,7.465375,8.345083,0.879708000000001,0.641
"3007","PPP3CA","hurdle",9.7391078106516e-06,5.990373,7.040079,1.049706,0.641
"1548","GDAP1","hurdle",2.01597851650413e-07,5.087713,6.629071,1.541358,0.641
"411","BEX5","hurdle",2.66753884125457e-06,5.647723,6.733661,1.085938,0.641
"391","BCAS4","hurdle",3.14776124169023e-09,4.116826,5.863728,1.746902,0.641
"332","ATP6V0A1","hurdle",1.24455347648108e-05,6.730728,7.779063,1.048335,0.641
"161","ANK3","hurdle",1.32983572355764e-09,4.242436,5.888567,1.646131,0.641
"110","AHRR","hurdle",1.90956425905535e-13,2.502444,5.502159,2.999715,0.641
"3589","SLC8A1","hurdle",3.51719783454033e-11,3.509278,5.438673,1.929395,0.64
"2657","ORAI2","hurdle",1.35846856605733e-06,5.83922,6.832924,0.993704,0.64
"2276","MBOAT2","hurdle",7.83677482998652e-08,5.097157,6.161566,1.064409,0.64
"2143","LRP11","hurdle",2.82034208832607e-06,6.109382,7.100846,0.991464,0.64
"1467","FNDC3A","hurdle",8.68758314487821e-07,7.105108,7.699664,0.594556,0.64
"780","CHD5","hurdle",2.96348226814129e-14,2.100927,5.627396,3.526469,0.64
"369","BACE1","hurdle",8.56308609137378e-06,5.986609,7.260066,1.273457,0.64
"4131","TSTD1","hurdle",4.89530922278336e-07,7.310182,7.879847,0.569665,0.639
"4026","TNK2","hurdle",9.35471796743575e-10,3.401061,5.612136,2.211075,0.639
"3717","SPRYD3","hurdle",1.22954627110434e-05,6.363664,7.616997,1.253333,0.639
"3369","RYBP","hurdle",1.5440511485922e-06,5.234092,6.669127,1.435035,0.639
"2534","NFAT5","hurdle",2.44827881880898e-06,5.367186,6.691052,1.323866,0.639
"2502","NCOR1","hurdle",6.30490005071094e-06,6.904082,7.775056,0.870974,0.639
"1422","FBXW7","hurdle",7.81258085839406e-07,5.292179,6.636088,1.343909,0.639
"627","CBFB","hurdle",1.6210605500036e-06,5.737088,6.98985,1.252762,0.639
"573","CACNA2D3","hurdle",2.45963310765382e-15,1.749323,5.333192,3.583869,0.639
"70","ADAMTSL2","hurdle",5.12181698457814e-10,4.913697,8.146617,3.23292,0.639
"3404","SCN2A","hurdle",2.66573654264363e-19,0.8140065,4.9832677,4.1692612,0.638
"2918","PLS1","hurdle",5.66869614080938e-07,6.038158,7.038849,1.000691,0.638
"2388","MPP2","hurdle",1.4807393818544e-10,4.207922,6.040384,1.832462,0.638
"943","CTTNBP2","hurdle",2.98819440164817e-12,3.039466,5.787008,2.747542,0.638
"591","CAMK2D","hurdle",6.46939697630299e-06,5.999161,7.07206,1.072899,0.638
"527","C2CD5","hurdle",1.49364724883675e-07,4.808015,6.329858,1.521843,0.638
"4387","ZBTB20","hurdle",5.78967705780643e-06,7.234021,8.522487,1.288466,0.637
"4340","WNK3","hurdle",1.26318350859439e-09,3.510749,5.552473,2.041724,0.637
"3961","TMEM130","hurdle",1.15744134501718e-10,3.881296,6.108931,2.227635,0.637
"1939","KCNJ11","hurdle",5.71087313232551e-09,4.136993,5.806554,1.669561,0.637
"1765","HPGD","hurdle",4.62131365247255e-11,3.162129,5.736868,2.574739,0.637
"1488","FOXP2","hurdle",2.29151325278193e-10,4.000161,6.629507,2.629346,0.637
"1391","FBLN7","hurdle",1.92518669612743e-09,3.992866,5.815508,1.822642,0.637
"1254","EPOR","hurdle",1.99954277993535e-08,4.133817,5.998504,1.864687,0.637
"1152","DTNA","hurdle",2.29888385320067e-07,4.845489,6.459485,1.613996,0.637
"1149","DSTYK","hurdle",3.08897338924886e-06,5.162412,6.520057,1.357645,0.637
"934","CTAGE5","hurdle",8.16528789635487e-06,5.591178,6.725662,1.134484,0.637
"522","C21orf62","hurdle",1.19998793897043e-12,2.878743,5.40302,2.524277,0.637
"4288","VPS13B","hurdle",1.0101205648849e-08,4.539341,6.428855,1.889514,0.636
"3496","SHISA6","hurdle",1.84887444079042e-15,1.841685,5.214327,3.372642,0.636
"2936","PNN","hurdle",6.54486966276866e-06,6.754193,7.654669,0.900476,0.636
"2510","NDUFA7","hurdle",1.15929133432306e-05,6.5518,7.421154,0.869354,0.636
"2486","NBEAL2","hurdle",3.7494130569027e-08,4.609135,6.212382,1.603247,0.636
"2483","NAV1","hurdle",6.50293895167535e-07,6.607126,7.920531,1.313405,0.636
"1913","KAT6A","hurdle",1.53956157144153e-06,5.418869,6.589588,1.170719,0.636
"1674","GSTA4","hurdle",2.23401148467958e-05,6.312568,7.440743,1.128175,0.636
"1434","FGF12","hurdle",7.13904134837349e-08,4.570161,6.250575,1.680414,0.636
"1204","EHF","hurdle",1.90707566132952e-06,6.719785,7.767268,1.047483,0.636
"1009","DDC","hurdle",2.02508122695029e-12,3.031837,6.782813,3.750976,0.636
"821","CLIP3","hurdle",3.27070037662928e-08,4.386661,6.14855,1.761889,0.636
"454","BTG3","hurdle",3.46325221174631e-05,6.869822,7.720282,0.85046,0.636
"319","ATN1","hurdle",2.61373934765699e-07,5.10531,6.584354,1.479044,0.636
"105","AGTR1","hurdle",8.92912486760631e-14,2.792728,5.324068,2.53134,0.636
"3666","SOCS7","hurdle",2.61039075225549e-08,3.907794,5.760418,1.852624,0.635
"3359","RUNDC1","hurdle",2.85069322400714e-07,4.882843,6.048459,1.165616,0.635
"3102","PURA","hurdle",7.35972362408622e-06,5.997616,7.428859,1.431243,0.635
"2855","PIANP","hurdle",7.42476285745249e-14,2.244333,5.569049,3.324716,0.635
"1468","FNDC3B","hurdle",8.28754206620936e-06,6.866962,7.91227,1.045308,0.635
"1111","DNAJC6","hurdle",2.23501495427968e-09,3.677735,5.424664,1.746929,0.635
"713","CDH10","hurdle",1.14924560027688e-10,3.526253,6.284372,2.758119,0.635
"446","BRWD1","hurdle",6.87714850206554e-06,5.61122,6.802263,1.191043,0.635
"132","ALCAM","hurdle",2.99152422617731e-05,7.099616,7.989481,0.889864999999999,0.635
"10","ABCA2","hurdle",9.95604731973027e-09,4.470364,6.564468,2.094104,0.635
"4412","ZCCHC11","hurdle",1.31623239379822e-05,5.496931,6.621853,1.124922,0.634
"3722","SPTSSB","hurdle",3.65353682738939e-07,5.48206,6.944389,1.462329,0.634
"3711","SPOCK1","hurdle",8.59313313151972e-08,6.093435,7.248247,1.154812,0.634
"3392","SCD","hurdle",7.4777873929071e-05,7.779573,8.431495,0.651922,0.634
"3311","RNPC3","hurdle",3.60609434479858e-07,4.309116,5.971625,1.662509,0.634
"2900","PLCB4","hurdle",4.53383165375487e-08,4.39155,6.07616,1.68461,0.634
"2789","PDPK1","hurdle",3.21690962291241e-06,4.792032,5.836527,1.044495,0.634
"2391","MPP6","hurdle",4.59675856647044e-06,5.190001,6.620093,1.430092,0.634
"2094","LDOC1","hurdle",1.11310227268056e-05,5.953215,7.251388,1.298173,0.634
"1783","HTATSF1","hurdle",6.02288506849628e-06,6.288593,7.09471,0.806117,0.634
"1614","GOLGA4","hurdle",0.000295635450204082,7.808384,8.498152,0.689767999999999,0.634
"1233","ENOSF1","hurdle",2.05058477408208e-06,5.133222,6.492597,1.359375,0.634
"968","CYLD","hurdle",2.15095974668329e-06,5.340119,6.438671,1.098552,0.634
"721","CDK2AP1","hurdle",4.07025544220274e-07,5.412926,6.894368,1.481442,0.634
"120","AKAP11","hurdle",6.3807968512368e-06,5.795078,6.781252,0.986174,0.634
"4462","ZMIZ1","hurdle",3.40810356522472e-06,5.976289,7.280217,1.303928,0.633
"3740","SSBP3","hurdle",8.12505928247374e-07,4.509507,5.64168,1.132173,0.633
"3521","SLC16A12","hurdle",2.43312391203691e-08,4.318286,5.749331,1.431045,0.633
"2362","MLLT4","hurdle",3.59187696235385e-06,5.973607,6.987633,1.014026,0.633
"1989","KIAA0895","hurdle",2.01657617106377e-08,3.721282,5.641103,1.919821,0.633
"1545","GCNT1","hurdle",6.18818786789526e-07,5.320579,6.554244,1.233665,0.633
"882","CPEB4","hurdle",4.15696426403084e-07,5.872689,6.814586,0.941897,0.633
"401","BCOR","hurdle",5.85761123625339e-08,4.490092,6.39717,1.907078,0.633
"274","ARNT2","hurdle",3.79344130837566e-09,4.22711,6.698805,2.471695,0.633
"4358","XPO1","hurdle",1.54813165361147e-05,5.897869,6.857676,0.959807,0.632
"4065","TRAK1","hurdle",5.71871792956258e-06,5.576986,6.851205,1.274219,0.632
"3796","SUN1","hurdle",1.55300651791278e-05,5.974926,7.088749,1.113823,0.632
"2442","MYO1B","hurdle",1.36143340103481e-05,6.610227,7.80894,1.198713,0.632
"1759","HNRNPH1","hurdle",3.25379362147521e-05,7.449256,8.315486,0.86623,0.632
"1007","DCXR","hurdle",3.42855571970518e-05,6.591032,7.258237,0.667205,0.632
"790","CHM","hurdle",5.38851031706298e-06,5.34459,6.345386,1.000796,0.632
"784","CHD9","hurdle",3.88866718617938e-05,7.065946,7.944691,0.878744999999999,0.632
"745","CELF3","hurdle",4.49738733489599e-08,4.701407,6.008515,1.307108,0.632
"437","BRD8","hurdle",1.38552152379316e-06,5.710314,7.173602,1.463288,0.632
"422","BMF","hurdle",9.22580316518694e-08,4.424946,5.969769,1.544823,0.632
"87","AES","hurdle",4.30207989510716e-05,7.500578,8.383286,0.882708,0.632
"4326","WDR6","hurdle",3.6928527121715e-05,6.897894,7.968347,1.070453,0.631
"4165","TUG1","hurdle",1.63576408239607e-07,6.10766,7.009513,0.901853,0.631
"3672","SOS1","hurdle",1.01026766636983e-06,4.537318,6.002517,1.465199,0.631
"3524","SLC18A2","hurdle",9.33397442379079e-09,3.675729,6.166256,2.490527,0.631
"3468","SEZ6L2","hurdle",7.93292299918343e-05,7.254888,8.035465,0.780577,0.631
"3166","RANBP2","hurdle",3.14514674523727e-05,6.192975,7.092803,0.899828,0.631
"2249","MARCH6","hurdle",9.24775760775669e-06,7.532069,8.352368,0.820299,0.631
"2221","MAP3K2","hurdle",7.86239299776106e-05,6.118816,7.146101,1.027285,0.631
"2187","LYST","hurdle",1.31662905270162e-06,4.796915,6.416285,1.61937,0.631
"1862","IPO9","hurdle",1.35301226121498e-05,5.715642,6.760506,1.044864,0.631
"1719","HELZ","hurdle",4.9134369505671e-06,5.512843,6.555447,1.042604,0.631
"1647","GPS2","hurdle",2.7763805463808e-06,5.823452,6.787229,0.963777,0.631
"1574","GLCCI1","hurdle",2.78633000117949e-12,2.685086,5.434055,2.748969,0.631
"618","CASC4","hurdle",4.49151769416294e-05,6.748901,7.494049,0.745148,0.631
"3971","TMEM164","hurdle",8.94924053618185e-08,4.629902,5.924998,1.295096,0.63
"3718","SPTB","hurdle",3.98595532666242e-08,4.262518,6.241569,1.979051,0.63
"3372","SAFB2","hurdle",4.35562448524833e-06,5.669894,6.791859,1.121965,0.63
"2081","LARP1","hurdle",6.24984761868609e-05,7.042586,7.926327,0.883741,0.63
"1167","DYNLRB1","hurdle",0.000448654060047069,7.829415,8.411362,0.581947,0.63
"838","CNIH2","hurdle",5.43622307227256e-08,5.34112,6.151377,0.810257,0.63
"293","ASH1L","hurdle",4.60380959652732e-05,6.540057,7.412005,0.871948,0.63
"3734","SRSF5","hurdle",0.000636283357693448,7.498291,8.058779,0.560487999999999,0.629
"3463","SETD2","hurdle",1.67871718552593e-05,5.295937,6.594455,1.298518,0.629
"3442","SENP7","hurdle",2.34347348058219e-06,4.480418,5.818897,1.338479,0.629
"3323","RPF1","hurdle",1.84911208847153e-05,5.3949,6.420085,1.025185,0.629
"3315","ROGDI","hurdle",3.8097171797896e-05,5.846438,6.90265,1.056212,0.629
"2908","PLEKHA6","hurdle",6.00490479664038e-09,4.384718,6.507231,2.122513,0.629
"1476","FOXA2","hurdle",4.12663487912913e-05,5.687978,6.765219,1.077241,0.629
"1460","FMN2","hurdle",2.34556901663975e-08,3.880908,5.437283,1.556375,0.629
"1217","ELAVL4","hurdle",1.20150878012406e-07,5.120572,6.306415,1.185843,0.629
"885","CPNE8","hurdle",1.65726235042817e-08,4.637018,6.74583,2.108812,0.629
"4281","VEGFB","hurdle",7.89505247153284e-06,5.216798,6.50754,1.290742,0.628
"4194","UBN2","hurdle",1.36797169369229e-06,4.608046,6.138706,1.53066,0.628
